Learning Rate, Activation Function, Weight Decay, Hidden Layers, Dropout Rate, Validation Error
0.000113535701887, sigmoid, 0.00369585061259, 32 96, 0.678705126293, 0.79530197382
0.419379609077, relu, 2.32681558662e-05, 96 32 64 128, 0.26343297683, 0.974703669548
0.00880147904885, sigmoid, 0.00141491508962, 96 128 64, 0.556503460811, 0.978094637394
0.0402618594432, tanh, 0.0901811343677, 128 64 32, 0.42433903419, 0.975428462029
0.0514523219319, leaky_relu, 1.13588352717e-05, 128 96 32, 0.701570168772, 1.17461311817
0.00489843646433, relu, 0.00230937061842, 128 64 96 32, 0.882856434146, 0.980799734592
0.00618054831403, relu, 7.14133838967e-05, 32 96 64 128, 0.775372051202, 0.965063214302
0.00625333850165, sigmoid, 1.12143282163e-05, 96 32 64, 0.0619034441024, 0.706382334232
0.752740429457, leaky_relu, 0.00105183823936, 32 64 96 128, 0.980468650488, 7.0786193524e+16
0.0116997651343, leaky_relu, 0.00732172920247, 32 64 128 96, 0.839409801113, 0.954128265381
0.143110434554, relu, 0.00256976800575, 32 96 64, 0.418513067346, 0.980253338814
0.00120540100587, sigmoid, 0.00129230531862, 32 96, 0.895562288838, 0.797211825848
0.593677738457, sigmoid, 1.11755081694e-05, 32 64 96, 0.49882432753, 0.996861100197
0.00052419684893, relu, 0.095412396897, 64 128 96 32, 0.760621251387, 0.973440885544
0.000251069255817, leaky_relu, 0.061695092993, 96 128 64 32, 0.683658499885, 0.976481795311
0.000182581339981, relu, 0.0522401089666, 96 128 32 64, 0.5521133449, 0.969417273998
0.164045177397, relu, 0.00152412675742, 128 32 96, 0.294977186303, 0.970156252384
0.171974231637, tanh, 2.24355498686e-05, 64 32, 0.56464018582, 1.2946100235
0.0123894031272, leaky_relu, 5.86870637084e-05, 64 96, 0.595680667863, 0.705240249634
0.0125470586917, sigmoid, 0.000104062263889, 64 32 96, 0.144297182791, 0.733143687248
0.0202258731064, relu, 6.28440937133e-05, 64 128 96 32, 0.859992411451, 0.976382553577
0.00380764487167, relu, 0.000235867472601, 96 32 128, 0.744916172594, 0.810768246651
0.000139732779777, sigmoid, 0.000105093703515, 128 32 64, 0.714131127756, 0.804372727871
0.00466495104653, relu, 1.66779748029e-05, 32 128 96, 0.528318176427, 0.674320220947
0.000288442198309, tanh, 0.000143929291484, 96, 0.0241661877549, 0.630343854427
0.00710418239129, relu, 0.00917791036389, 64, 0.224755008155, 0.610243439674
0.000478329280416, sigmoid, 1.21632543072e-05, 128 32 96 64, 0.118765757023, 0.761122703552
0.0289706258826, leaky_relu, 0.00427388974787, 32 64 128 96, 0.200632424734, 0.667097151279
0.000352105401299, sigmoid, 0.0210218048355, 96 128 64, 0.148499955092, 0.980810105801
0.00221676358667, relu, 0.0116041505328, 32 128 96, 0.175305146764, 0.628964185715
0.988945892851, tanh, 0.0154996126653, 96 64 32, 0.583590729029, 1.31028938293
0.000119378282278, sigmoid, 0.000166194108902, 96 64 32, 0.897929204867, 0.972620844841
0.303451272738, tanh, 0.04929652511, 128 96 32 64, 0.360609980716, 0.765553176403
0.265182018727, relu, 1.63520865415e-05, 64 96 128, 0.901407675014, 3.0726082325
0.000457254557552, leaky_relu, 0.0003308655781, 32 128 64, 0.835744094438, 0.933791220188
0.0109593186643, relu, 0.00195779014546, 32 96 128, 0.929879389521, 0.978546798229
0.0514393116761, tanh, 0.0119856261317, 96, 0.641880465838, 0.746302902699
0.000487352893555, sigmoid, 0.000308159355139, 32 128 64, 0.524366837935, 0.816350400448
0.00357197668693, leaky_relu, 0.0145445042084, 32 96 64 128, 0.496328597236, 0.979554712772
0.86931346484, leaky_relu, 0.0122973507574, 64 32 96, 0.893949780401, 7557092352.0
0.573713745158, sigmoid, 0.00597947400528, 64 128 96, 0.00495670399573, 1.02207744122
0.000305836208024, relu, 0.0148116983071, 64 32 128, 0.257208579939, 0.648488402367
0.460306094453, tanh, 3.22330609217e-05, 128 96 64 32, 0.383234475934, 1.34041631222
0.633597757237, sigmoid, 0.0115034329197, 64 96, 0.296326810624, 0.79099214077
0.337574803688, leaky_relu, 0.00022334334393, 128 96 32, 0.322206952505, 395081.90625
0.000343432574593, sigmoid, 0.000434129947431, 32 64, 0.525302854696, 0.720040798187
0.385075761354, relu, 0.0113965376865, 128 32 64 96, 0.686744220209, 4.77763271332
0.252931967225, sigmoid, 0.000100696332814, 96 128, 0.245590086516, 0.95427519083
0.0630422700884, leaky_relu, 0.000151964479093, 32 96 128, 0.169108625321, 0.848560512066
0.00304610576982, leaky_relu, 0.0545016924515, 96 128, 0.680374556042, 0.7897580266
0.0950220521639, leaky_relu, 0.000287046554901, 64 128 32 96, 0.526342743095, 40728.2226562
0.00196437337416, leaky_relu, 0.0167408873393, 128 96 32, 0.169144468142, 0.653714835644
0.174740708366, relu, 0.0147444596844, 128 32 96, 0.00185090367193, 0.647085607052
0.00522364535202, sigmoid, 0.0276878053898, 64 96 128, 0.347644915997, 0.979264676571
0.286660756379, tanh, 2.20169076408e-05, 64 96 32 128, 0.664785814988, 4.32070732117
0.000305690138968, leaky_relu, 0.000229512125969, 128 64, 0.513494601943, 0.618181586266
0.000158032684766, leaky_relu, 6.24211809065e-05, 96 32, 0.119886182917, 0.633160412312
0.00480611884146, tanh, 0.000191298952836, 96, 0.0459328204447, 0.78494066
0.298972973274, sigmoid, 3.00528821141e-05, 32 96 64, 0.202666301385, 0.900185108185
0.516393914551, sigmoid, 0.000150080436341, 128 32 96, 0.069498958058, 3.30897569656
0.000120776102859, tanh, 0.00122236821591, 96 64, 0.51381601475, 0.633200347424
0.00010364703091, leaky_relu, 0.0116015907987, 128 96, 0.241996340493, 0.572320282459
0.0579536393141, leaky_relu, 0.00123901790033, 128 64 96 32, 0.136966727515, 0.774460434914
0.00354672953781, tanh, 0.000775790858777, 64 96 32 128, 0.821479137203, 6.90928220749
0.00203277320715, sigmoid, 0.00722199340089, 128 64 32 96, 0.815617986282, 0.980418205261
0.000215136311809, tanh, 0.0962055627977, 96 64 32, 0.661061728833, 0.972113907337
0.021667485394, sigmoid, 0.069568284833, 64 96 128, 0.315800876364, 0.977511107922
0.00309152896275, sigmoid, 0.00309165962389, 64 128 32, 0.78360223434, 0.978883326054
0.789988879589, tanh, 0.00123143068641, 96 128 64 32, 0.245699880743, 1.17503392696
0.00137512903221, sigmoid, 0.0151254998745, 96 64 128, 0.0651162354702, 0.980869293213
0.000298685676532, tanh, 6.31021523354e-05, 32 64 96 128, 0.718773803764, 0.859403192997
0.000117916947828, tanh, 1.68013598856e-05, 96 128 32, 0.676095028196, 0.7847417593
0.242680081288, relu, 0.000909097251856, 96 64, 0.793894163529, 0.979542553425
0.148413915578, leaky_relu, 0.000910147661172, 32 128 96, 0.105454416969, 92.5505905151
0.000185340915195, relu, 0.000126934489962, 64 32, 0.670711599165, 0.731832325459
0.00504920995302, sigmoid, 1.0888334735e-05, 96 32 64, 0.0731971692022, 0.700245022774
0.0219175415169, tanh, 0.000386337900525, 32 64 96 128, 0.205410227455, 0.792582988739
0.0239439678818, relu, 7.21357858017e-05, 128 64 32 96, 0.942140760591, 0.979337573051
0.0386364816131, sigmoid, 0.00364108674376, 64 32, 0.942621610497, 0.980023622513
0.000660759318572, sigmoid, 0.000482802695584, 64 32 96 128, 0.791916774707, 0.980202198029
0.933493448875, sigmoid, 0.00173814627909, 32 64 96, 0.695230647951, 1.00132811069
0.05140093751, tanh, 2.19383953477e-05, 64 96 32 128, 0.941134129746, 1.38146817684
0.0045833731717, tanh, 0.0866486068164, 32 128, 0.904300673443, 0.975654423237
0.00262256756705, sigmoid, 0.0145851747263, 96 128 64 32, 0.48497159005, 0.980838477612
0.010194669289, relu, 1.17549582135e-05, 32 96 128 64, 0.48435294266, 0.715980231762
0.000823126907618, leaky_relu, 9.38937091496e-05, 64 128 32 96, 0.709597816291, 0.847835719585
0.176485559074, sigmoid, 1.24245926253e-05, 96 128 64, 0.474291618795, 0.943794131279
0.00870278682431, leaky_relu, 0.0828333325945, 96, 0.70920043194, 0.75152438879
0.0845138121791, relu, 0.0414174388747, 32 96 128 64, 0.159611489671, 0.976284503937
0.16941761018, tanh, 0.0706444008986, 96 64, 0.335525002286, 0.753567159176
0.000626568423742, tanh, 0.000143555551296, 96 32, 0.477620392402, 0.720678150654
0.00456259104724, sigmoid, 0.000607001901819, 64 96 128 32, 0.391993687946, 0.978617966175
0.137905311761, tanh, 0.0440407113216, 128 64 32, 0.459675043667, 0.802601635456
0.0339921213621, sigmoid, 0.0377414761743, 96 32, 0.138597530043, 0.976138949394
0.000598519881157, relu, 9.84727136993e-05, 128 64 96, 0.925214788371, 0.978160858154
0.0029952265947, tanh, 0.00025110751254, 96 64 32 128, 0.748814357938, 3.55897450447
0.00513289144899, leaky_relu, 0.00171909845777, 32 64 128 96, 0.969825199029, 0.979004204273
0.000305958029141, leaky_relu, 0.000976597453214, 64, 0.463885336864, 0.619930386543
0.000573987607483, tanh, 0.0350022666875, 128 32 96 64, 0.921071974653, 0.975472271442
0.00182863164141, sigmoid, 4.8155243724e-05, 64 32 96, 0.353684586325, 0.763250052929
0.577861369065, sigmoid, 0.00109490114752, 64 32 128 96, 0.569931239162, 1.04701149464
0.0167805715653, tanh, 5.80680439831e-05, 64 128 32 96, 0.216704153929, 0.763226926327
0.0226661376575, tanh, 0.0449467421904, 32 128 96, 0.132172156861, 0.765301525593
0.000457299100309, leaky_relu, 0.0132192674712, 32 64 96 128, 0.187256650008, 0.978202939034
0.000336479697765, sigmoid, 0.000118275906051, 128 96 32, 0.088440330128, 0.650442779064
0.00308464085089, leaky_relu, 0.00156593143312, 32 96, 0.327079447874, 0.583234190941
0.0155366300394, relu, 0.0006845906174, 96 32 128 64, 0.457271735667, 0.726737856865
0.0533756179819, sigmoid, 0.000225591255756, 128, 0.345121229644, 0.789932370186
0.367315321466, sigmoid, 0.00330394953936, 96 128 64, 0.212298191869, 0.974820375443
0.000654715352945, leaky_relu, 0.000926657905086, 32 64 128 96, 0.380955031031, 0.617384076118
0.0472492996253, tanh, 0.00464613281349, 32 64 128, 0.270296484142, 0.698683381081
0.363886034197, leaky_relu, 2.01393704378e-05, 32 128 96 64, 0.519883840893, 14839515136.0
0.000126417076041, sigmoid, 3.59228768928e-05, 32 128, 0.292630140535, 0.689525008202
0.00070702153864, tanh, 1.17069943629e-05, 32 64 128 96, 0.829889037751, 0.81843239069
0.126728383764, leaky_relu, 2.38023919097e-05, 64 96 128, 0.573734774038, 52886.8945312
0.0314657337663, tanh, 5.43113186883e-05, 128 64 96 32, 0.46600277572, 0.998607158661
0.0927351721905, leaky_relu, 0.000117750302463, 96 32 64, 0.836650384547, 197.472091675
0.309835715274, tanh, 0.000588278829084, 32 64 128 96, 0.80935155478, 3.07460713387
0.0173790364375, tanh, 0.0584777227171, 128 64 32 96, 0.00736477819074, 0.976620316505
0.030520718253, relu, 1.32237139019e-05, 96 64 128, 0.921622529777, 0.979075908661
0.00854519959487, sigmoid, 0.000148492983501, 64, 0.342343125819, 0.825676441193
0.221001281158, tanh, 0.00155951576426, 96 128 64 32, 0.821241571601, 1.53095507622
0.88392073921, leaky_relu, 0.00131141422051, 32 96 64 128, 0.443154503147, 2.33648318054e+12
0.000155890308789, relu, 0.00343328653418, 96 32 128 64, 0.431294433759, 0.667231321335
0.000154905123342, tanh, 0.00597977681578, 32 96 64 128, 0.57216439986, 0.823270738125
0.506766317341, leaky_relu, 5.15355024595e-05, 64 96 32 128, 0.213960921099, 1418080000.0
0.0072852510056, relu, 0.0763934135126, 64 32 128, 0.075880287614, 0.975935101509
0.091682453395, sigmoid, 0.0001481555007, 32 64 128 96, 0.783005006097, 0.980728805065
0.000280073018068, sigmoid, 0.0136055070892, 96 64 128, 0.732650644688, 0.980977654457
0.607557764532, leaky_relu, 0.0719247098439, 64 128 96, 0.618110447087, 954907072.0
0.0274795952315, tanh, 8.25745199193e-05, 64 32 128, 0.430489519247, 1.11645054817
0.000346886252785, leaky_relu, 0.000128600373949, 96 128 64, 0.416722564914, 0.656710803509
0.275623756812, leaky_relu, 0.0153138913684, 96 128 64, 0.599702669537, 6600104.0
0.0460016185443, sigmoid, 0.0893142685163, 96 64 128, 0.802260349962, 0.979664027691
0.0602946836247, relu, 0.00131130052998, 96 128 32 64, 0.427609670949, 0.962287724018
0.000152806569967, tanh, 0.000450380422567, 128, 0.410999166244, 0.624546229839
0.00965410503565, sigmoid, 0.0182851423862, 64 128, 0.239973556815, 0.976821899414
0.00464613277865, sigmoid, 0.00636752339395, 32 64 96, 0.383186135958, 0.979808986187
0.550209413277, sigmoid, 0.00217891064556, 128 64 96, 0.621261492778, 0.981469988823
0.780439753191, sigmoid, 2.3898116927e-05, 32 64 96 128, 0.908160621548, 5.9708480835
0.000951864887127, leaky_relu, 0.0874400699292, 128 64 32, 0.462279679919, 0.973355591297
0.0035406951347, tanh, 2.19015729467e-05, 128 96 32, 0.264114331018, 0.760131835938
0.493301594983, tanh, 6.40721973118e-05, 96 64 32, 0.187316230358, 1.15254247189
0.00208220770519, relu, 1.96862602857e-05, 32 96, 0.0370647182707, 0.688234746456
0.685173005693, sigmoid, 1.03982999519e-05, 64 32, 0.0549927722603, 0.912145256996
0.011942945835, leaky_relu, 0.0112988004552, 128 64 32, 0.535831818162, 0.693415939808
0.022699492072, tanh, 0.00725100926318, 64 128, 0.934365478478, 8.96451854706
0.00964162722382, leaky_relu, 3.46165977301e-05, 64 32, 0.0226126651654, 0.73623508215
0.00769937034553, relu, 0.0173023620972, 128, 0.309264058893, 0.567347347736
0.0835062923719, tanh, 1.72980364417e-05, 96 64 32, 0.918869486329, 1.28557670116
0.0889912156552, leaky_relu, 0.000814977361047, 128 64 32, 0.889086257246, 139.566802979
0.000709158738421, sigmoid, 0.0104327890159, 32, 0.507474476536, 0.621368169785
0.014699103924, tanh, 0.00558427636681, 32 128 96, 0.67817683404, 1.31076037884
0.00102531034078, relu, 0.000124288817827, 128 64 96, 0.908534365519, 0.963711738586
0.446420349331, sigmoid, 0.00464704150581, 96 64 32, 0.132089191335, 0.977009236813
0.0273756383786, relu, 0.0375199971362, 64 32 96 128, 0.63584646471, 0.97686702013
0.0113235605273, leaky_relu, 0.0372399180018, 128 32 96, 0.715631917697, 0.977755308151
0.000517451871488, sigmoid, 0.0430650681894, 96 32, 0.463969094718, 0.979820370674
0.085199534085, tanh, 5.51347039629e-05, 32 96 64, 0.86819452792, 1.50472521782
0.199430463951, relu, 0.00243666968286, 96 128, 0.628765376882, 0.979100763798
0.0125758190801, relu, 4.67598607601e-05, 96 32, 0.953383542636, 0.979119122028
0.0178624853048, relu, 0.0012209557922, 128 96, 0.470012255703, 0.693437755108
0.121568795073, tanh, 0.000857058188849, 128 64 32, 0.530272153604, 1.15948116779
0.00278315370727, relu, 0.00126288019482, 96 32 64 128, 0.51730720372, 0.722186386585
0.0010489012737, sigmoid, 2.92010946201e-05, 64 96 32, 0.243667354718, 0.71448302269
0.0249142350071, tanh, 0.000772160105764, 96 128, 0.689927079992, 2.77655625343
0.0016212025297, sigmoid, 0.021183631671, 128 32 96 64, 0.197823742516, 0.980987071991
0.0333770813386, relu, 0.00227084168465, 96 32 64, 0.585573309074, 0.769128143787
0.00895511603159, relu, 9.25886406966e-05, 64 96 32 128, 0.521509733915, 0.684060275555
0.00101527406366, relu, 0.00119084718884, 32, 0.39862425888, 0.619555771351
0.00463803904595, relu, 0.0997003226886, 32 96 128, 0.878005929292, 0.975293278694
0.00562702982127, leaky_relu, 0.00499757404358, 128 96, 0.304158789367, 0.57542937994
0.0275140357973, relu, 0.00041380944977, 128 96 32, 0.685486458641, 0.967810332775
0.11910627153, relu, 0.00240845022934, 96 32 64, 0.992006044078, 0.985002636909
0.000277543963996, tanh, 0.000197229217846, 64 128 96, 0.212161729388, 0.61318987608
0.103887342317, tanh, 1.77841102363e-05, 128 32 64, 0.317440083875, 0.977518320084
0.000798305236893, tanh, 0.000227471217216, 64 128 96 32, 0.282798891883, 0.651681542397
0.359765150532, tanh, 1.4726058473e-05, 64 32, 0.637645808662, 1.48279631138
0.153214135778, tanh, 0.0964883715366, 128 64 32 96, 0.0506498910834, 0.974238932133
0.0191287763723, leaky_relu, 0.000468216924546, 32 96 128, 0.777880536748, 0.976695597172
0.0132599781451, tanh, 0.0376267427564, 64 32 128, 0.0450266212598, 0.668235123158
0.00566339696448, relu, 0.032996467573, 128 64 32 96, 0.179963334442, 0.978060603142
0.0295435267602, tanh, 0.000155007660649, 128 64 96 32, 0.430397830743, 0.882492363453
0.00448909210299, leaky_relu, 0.00750802695955, 32 128 96, 0.766722386152, 0.7669916749
0.00695954958152, relu, 1.38168666932e-05, 64 32 96 128, 0.462889825028, 0.709984600544
0.00394521480106, sigmoid, 0.000800638571837, 64 128 96 32, 0.73741648138, 0.977915525436
0.000268239379876, relu, 0.000215531044297, 64, 0.94503623218, 0.815195441246
0.0012655775542, sigmoid, 0.00162290754368, 64 32, 0.017686812142, 0.583766818047
0.00386013943211, sigmoid, 0.00122297991836, 128 96 64 32, 0.630982660035, 0.979221940041
0.722282544205, relu, 0.00011613874343, 128 96, 0.271488496679, 0.978593468666
0.283958940169, sigmoid, 0.0007100294746, 64 32 96 128, 0.933104469999, 0.986197650433
0.961936506895, tanh, 0.000135283962846, 64 96, 0.493961749914, 4.68381357193
0.00111022050354, sigmoid, 0.0235123490175, 96 32 64, 0.112615322602, 0.981004595757
0.000678604209262, tanh, 0.00036096531238, 96 128, 0.955325499376, 0.773283958435
0.000537054212264, leaky_relu, 0.00255069023551, 32 96, 0.223081452691, 0.656296730042
0.0658439558349, sigmoid, 0.000276285647731, 32 96 64 128, 0.398393946453, 0.977257728577
0.0119349480226, sigmoid, 0.0729852860668, 128 64, 0.996775333645, 0.977990686893
0.013911534695, leaky_relu, 0.0335452159059, 128 96 32, 0.483092709253, 0.977981865406
0.262751175014, relu, 4.9301402759e-05, 64 128 96 32, 0.80063392048, 10.1358213425
0.0286376198573, tanh, 0.00455947433203, 64 128, 0.918987263023, 11.9785509109
0.0529483682718, relu, 0.000822003298992, 96 32 64 128, 0.420396618373, 0.822872161865
0.0331523786506, relu, 0.00163915130961, 64 32 96, 0.528363170525, 0.811311423779
0.25572361126, sigmoid, 9.36515947129e-05, 32 64 96, 0.339742238227, 0.937127709389
0.0162712950793, relu, 0.00137038815272, 64 96 128 32, 0.672832637222, 0.814117014408
0.0001370899196, leaky_relu, 0.0228432709959, 64 32 96 128, 0.380968814859, 0.976275026798
0.00264391278069, relu, 0.0479498923688, 96 64 32, 0.085286605651, 0.977176785469
0.0001262186021, leaky_relu, 0.000352576095691, 128 64 32, 0.813198654764, 0.976318240166
0.00180297071477, relu, 0.000171334292258, 32 96 128, 0.822037708193, 0.776467978954
0.00469589255875, relu, 0.0011795814258, 128 32 96 64, 0.837496710124, 0.967681765556
0.00498360683081, sigmoid, 5.33328048906e-05, 32 128 96 64, 0.316414057047, 0.784339785576
0.744215837753, leaky_relu, 0.000147766209132, 96 128 32 64, 0.220028425675, 55585939456.0
0.519057333045, sigmoid, 0.0517722645525, 128 32 96 64, 0.661128936545, 0.977251291275
0.695674460568, leaky_relu, 0.000185394001361, 64 96 128, 0.0707989147758, 4352869376.0
0.00278268923963, tanh, 0.00701974961952, 64 32 96 128, 0.893985394797, 0.980017125607
0.012330011913, leaky_relu, 0.0109981548653, 32 128 64 96, 0.498147448507, 0.751790583134
0.0406433049094, tanh, 5.74482334514e-05, 32 128, 0.891687689549, 9.78258609772
0.0717505281748, tanh, 2.54458025705e-05, 128 96 64, 0.281030505201, 0.796957194805
0.00649609602771, leaky_relu, 0.0026246609185, 64 96 128, 0.721482439325, 0.744789421558
0.870687860172, leaky_relu, 0.000124936387932, 128 32 96 64, 0.221787411555, 6.54417225318e+12
0.149753396028, leaky_relu, 0.000483942073991, 128 64 96 32, 0.113352952873, 941.996398926
0.00528437911827, sigmoid, 0.00322618149136, 32 128 64 96, 0.190687225419, 0.979787707329
0.00198354641767, leaky_relu, 0.00308474200225, 32 128, 0.662369581951, 0.681290447712
0.00023609172297, sigmoid, 4.15126366466e-05, 32, 0.577340405152, 0.699015915394
0.12832661892, tanh, 0.00108567126519, 128 64 32 96, 0.0104811013045, 0.965915501118
0.187942194496, sigmoid, 0.0597861565175, 64 96 32 128, 0.948976110544, 0.980298578739
0.0048657333501, relu, 0.000151969943542, 64 128 96, 0.340540092607, 0.568696379662
0.00595676594961, leaky_relu, 0.00748446141242, 128 32 96, 0.445690657023, 0.649641573429
0.711407183495, leaky_relu, 0.000936302936991, 32 64 128, 0.995342605922, 6848637440.0
0.0522228749346, sigmoid, 0.0288456762756, 32 64, 0.218940514754, 0.977810502052
0.236004674917, sigmoid, 1.28045183219e-05, 64 128, 0.14271014887, 0.898818850517
0.25114936461, leaky_relu, 0.00731370292422, 64 32 128 96, 0.27133452304, 25384818.0
0.00284636149422, sigmoid, 0.00460202941765, 64 128 96, 0.0480434094897, 0.980347752571
0.08443654175, leaky_relu, 0.000121132868963, 32 96 64, 0.7475677432, 27.9075393677
0.23434050717, relu, 2.64534581193e-05, 64 32 96, 0.126867542698, 0.970642566681
0.117073024179, tanh, 0.000607599156978, 128 32 96 64, 0.583119676544, 2.07030415535
0.00383207315633, sigmoid, 0.00521947615107, 32, 0.624414465328, 0.626502990723
0.00131057490625, relu, 0.00487370918321, 128, 0.244316721101, 0.591150999069
0.00345656732501, tanh, 9.63556778524e-05, 64 128, 0.111702034986, 0.74200886488
0.584363095491, tanh, 0.0113264688542, 64 96 128 32, 0.339087268145, 1.80082726479
0.789752760674, tanh, 0.000173644884031, 32 64 128 96, 0.638833851938, 5.81582355499
0.00239586112393, sigmoid, 0.000807948235227, 96 32 128, 0.538515764362, 0.82006663084
0.0212016885716, tanh, 0.00311496262664, 96 32 64 128, 0.00905907349408, 0.677092373371
0.00783556651585, sigmoid, 0.0022820308657, 96 32 128 64, 0.0401199091136, 0.979231894016
0.00171672393411, leaky_relu, 0.000236574833821, 128 96 32, 0.00894675265343, 0.675225198269
0.0109883223048, leaky_relu, 0.00320003553497, 128 32 64, 0.9425620038, 0.976417243481
0.000289564495688, relu, 0.000118008671258, 128 96 32, 0.329386823714, 0.607989549637
0.000601637637861, sigmoid, 0.000180326862977, 64 96 128 32, 0.379128060684, 0.802349627018
0.0498094090039, sigmoid, 7.60581389211e-05, 96 64 32, 0.094010169134, 0.624532043934
0.000175957049234, leaky_relu, 0.0144900798259, 96 64 32, 0.970318388924, 0.983676314354
