Learning Rate, Activation Function, Weight Decay, Hidden Layers, Dropout Rate, Validation Error
0.000966309094824, leaky_relu, 6.23345395014e-05, 32 128 64, 0.182955870375, 0.640645027161
0.0002577072278, sigmoid, 2.98766977147e-05, 32 96, 0.405887752188, 0.670185208321
0.175668424077, sigmoid, 0.00778883656053, 64 32, 0.213389848496, 0.797104537487
0.00140167451609, relu, 0.000161682088756, 96 64, 0.339067661019, 0.641869008541
0.00146756836422, tanh, 0.000209210225503, 96 128 32, 0.911614312809, 0.830986142159
0.139033929708, relu, 1.07770487543e-05, 32 64 96 128, 0.811300860486, 2.16369891167
0.978250860186, tanh, 2.26785368336e-05, 96 32, 0.26100868288, 1.1284815073
0.0281839340319, relu, 0.000264270084183, 96 128, 0.18156579836, 0.637964010239
0.149068112262, tanh, 1.94491939835e-05, 96 32 128 64, 0.614285244277, 1.28932213783
0.0720054107599, relu, 0.00463066567636, 32 128 96, 0.0855038513839, 0.584079384804
0.0718809350856, relu, 0.000734744113919, 64 96 128, 0.832091749589, 0.980064272881
0.14531380869, relu, 1.99167469883e-05, 96 64 32, 0.00974312934366, 0.973366677761
0.003199951274, sigmoid, 0.00502276775987, 128 96 64, 0.607912566077, 0.97992503643
0.000750438104412, relu, 3.76433477281e-05, 128 96 64 32, 0.961339951209, 0.97840577364
0.588718872811, leaky_relu, 0.000427453093302, 32 96, 0.987580323794, 186398864.0
0.205254653625, relu, 0.000327052884234, 64 32 128, 0.549263041291, 0.979125797749
0.216705701641, sigmoid, 0.00858829169317, 32 128 96, 0.826379393254, 0.978308737278
0.41414291458, tanh, 0.00683458596908, 96 64 128, 0.0290336781297, 0.599390685558
0.0483805125576, relu, 0.0408597940822, 128 32, 0.925184656423, 0.976780831814
0.000240933431238, tanh, 4.77525885139e-05, 96 64, 0.490932770055, 0.67993837595
0.160647985276, relu, 0.000441985450491, 128 32 96, 0.55543969535, 0.976721823215
0.000351176690789, tanh, 0.0046459051498, 128 96 32 64, 0.491936065991, 0.731638014317
0.464800887705, relu, 1.25622220716e-05, 128 32 64 96, 0.173262152236, 1.95815908909
0.00680634896564, sigmoid, 0.000136490502004, 64 128 96 32, 0.782689510966, 0.978002786636
0.0114545432679, relu, 0.0821121373815, 32 96 128 64, 0.521128133312, 0.975789666176
0.114935376607, tanh, 0.000813463411845, 128 64 96 32, 0.710238363117, 1.80555784702
0.00824773949545, relu, 1.50198379695e-05, 32 96 128, 0.806824228408, 0.937262833118
0.011922966283, leaky_relu, 1.24897002662e-05, 64 128 96, 0.453675233668, 0.696665465832
0.000948319452375, relu, 0.000646650373088, 64 32 128 96, 0.491221288448, 0.692044854164
0.318273961468, relu, 6.78580561165e-05, 128 32 64, 0.732827575335, 6.2409529686
0.000659901980575, tanh, 0.000287260089868, 64 96 128 32, 0.417251555514, 0.784988343716
0.000205725685958, sigmoid, 1.41912263572e-05, 64, 0.478817996761, 0.63593173027
0.134021612882, leaky_relu, 0.00527756169592, 128 96 64 32, 0.189328658387, 1217.31921387
0.00322492746107, leaky_relu, 0.00170594146886, 64 96 32 128, 0.126547016613, 0.591393649578
0.00288329164668, leaky_relu, 0.00253225058003, 96 128 64, 0.632121114782, 0.666490077972
0.0521724626737, leaky_relu, 6.99071115391e-05, 64 96 32, 0.657344851791, 3.39930605888
0.0341432626375, sigmoid, 1.27750611873e-05, 64 32 96 128, 0.091078443423, 0.911300778389
0.0262848321936, leaky_relu, 0.0252529136443, 64, 0.433397296571, 0.6243942976
0.0435499489367, tanh, 0.0223029645391, 64 32 128, 0.190804630026, 0.607065200806
0.0900978586175, tanh, 0.000772893936188, 64 128 96, 0.104879267623, 0.728015482426
0.00501206829207, tanh, 2.52993867255e-05, 96 32 128 64, 0.664401733082, 2.26461291313
0.0560440629968, sigmoid, 0.0211331371359, 32 128 64, 0.624915628608, 0.976344943047
0.00101392070058, tanh, 0.00396950199045, 32 128 64 96, 0.266113385643, 0.663773775101
0.181637401251, relu, 0.00463826215779, 96 128 32 64, 0.107346342674, 0.977803826332
0.000381927968298, leaky_relu, 4.67548626131e-05, 64 32 128 96, 0.770754793732, 0.967658817768
0.0438628691656, leaky_relu, 0.000216509222709, 128 96 32 64, 0.892555742003, 1.29851877689
0.00707118737005, sigmoid, 0.000263307676239, 64 96 32, 0.80511099187, 0.976313591003
0.000501107237902, relu, 0.00260835723688, 64 96 128 32, 0.857143868486, 0.972123086452
0.000947447404183, sigmoid, 2.91010503044e-05, 96 128 64, 0.226370815167, 0.720824718475
0.00890754749255, leaky_relu, 0.0026879044708, 64 128, 0.74995238637, 0.715006113052
0.0230742708835, relu, 0.0450229727215, 64 32, 0.174964687944, 0.722716927528
0.00400825245538, tanh, 0.000676010693831, 32, 0.347125192649, 0.740378081799
0.00314817625753, relu, 0.00454374351771, 64 32 128, 0.613348699254, 0.687924981117
0.000148036229337, relu, 0.00023655209076, 32 64 96 128, 0.311231102, 0.645959436893
0.000115946211968, sigmoid, 0.00725904076167, 96 128 32 64, 0.485933026888, 0.980950891972
0.000271707915933, leaky_relu, 8.24675519234e-05, 96 64 128 32, 0.111203798134, 0.594600141048
0.000797404616964, leaky_relu, 0.0360464525625, 128 64 96 32, 0.390648390728, 0.974330306053
0.0138275875558, leaky_relu, 6.90425176181e-05, 128 32 64, 0.601364857063, 0.794859945774
0.365725470335, leaky_relu, 5.40487337945e-05, 64 128 96 32, 0.420227324334, 2713810432.0
0.000189941853768, sigmoid, 0.0376941758906, 64 96 128, 0.0936251909611, 0.981094062328
0.0848345868082, sigmoid, 1.50267209064e-05, 32 64 128, 0.369570428062, 0.86521500349
0.0247695577899, leaky_relu, 0.0601649332512, 128 64 32, 0.321258277544, 0.97652131319
0.704554542863, tanh, 0.0261120186536, 32 128, 0.250522685725, 0.606977045536
0.623724451036, sigmoid, 9.5250648432e-05, 32 64 128, 0.966330577209, 4.73364782333
0.0213304845488, sigmoid, 0.0028698137488, 64 32, 0.469919536973, 0.712528288364
0.00219618199141, relu, 0.005164672637, 96, 0.567683445749, 0.574104189873
0.000135683508304, relu, 0.00549716036725, 32 64, 0.752289711292, 0.75464373827
0.0362370753655, sigmoid, 0.00106115113606, 32 128 64, 0.84575832725, 0.968847036362
0.00407529015194, leaky_relu, 1.54772014693e-05, 64 32, 0.662047309513, 0.76877373457
0.464063222122, sigmoid, 0.00537337138923, 128 32, 0.97404892989, 0.979556143284
0.0493188555625, leaky_relu, 0.00568705073917, 32 96, 0.773927043836, 0.959330439568
0.00555686236773, leaky_relu, 2.50232424422e-05, 96 64 128, 0.116955773369, 0.600466191769
0.141337947185, sigmoid, 5.43825655229e-05, 128 32 96, 0.884701790043, 0.984908938408
0.0174652829239, leaky_relu, 0.001573285186, 96 64 128, 0.817905451151, 0.970759868622
0.0237575353968, tanh, 0.000675523354924, 32, 0.598074596716, 0.910878479481
0.036126402672, leaky_relu, 0.0420974823203, 32 128 64 96, 0.00642357585446, 0.977289259434
0.0490130957876, tanh, 0.00122228735683, 128 64, 0.192491089085, 0.718508720398
0.176525069197, leaky_relu, 0.000843110400821, 96 32 64 128, 0.0386573917418, 56.6743240356
0.000114518534041, sigmoid, 0.00113544833812, 128 32 64 96, 0.54253887271, 0.98078930378
0.508424223468, tanh, 0.000584630417808, 96 64 128, 0.199301664755, 1.21967232227
0.2072270186, tanh, 0.00052584378562, 128 96 64 32, 0.617611730409, 1.22205293179
0.00534145817811, relu, 0.00110059976534, 128 96 32 64, 0.140341240011, 0.577952504158
0.00573558780115, relu, 0.00791341760052, 96 128 32, 0.376321989984, 0.649697542191
0.437134162552, leaky_relu, 0.000173075631245, 128 96 64, 0.100977990442, 822.566650391
0.00469021658871, sigmoid, 0.065852655846, 64 32 96 128, 0.0386794322263, 0.978875875473
0.00375650492423, sigmoid, 0.000788673112756, 128 32, 0.376974165702, 0.660291612148
0.262906692214, leaky_relu, 0.010507340047, 64 128 96, 0.905197523671, 19103048.0
0.123209092733, leaky_relu, 2.4873323135e-05, 32 96, 0.133726253259, 6.93509912491
0.412066047077, relu, 0.00283002195425, 96 128 32 64, 0.879999776662, 95.2666015625
0.000135331351204, leaky_relu, 0.010650913047, 32 96 64 128, 0.611471586352, 0.742541372776
0.00166930416643, tanh, 0.0849991853672, 96 128 64 32, 0.454999738281, 0.97490465641
0.00248463195564, relu, 2.01316867766e-05, 32 128 64 96, 0.303745340113, 0.627376198769
0.00147777341096, sigmoid, 0.000310814287806, 96 128 32, 0.991230539429, 0.978469192982
0.0546875788446, sigmoid, 0.000136819550967, 96 32 64 128, 0.343175340453, 0.976634681225
0.00011083735087, sigmoid, 0.000146733150723, 96 32, 0.717718448718, 0.799610972404
0.016445223274, relu, 0.00521034082872, 128 32 96, 0.533584988597, 0.681298971176
0.661415415781, relu, 0.000789191729486, 32 96 128 64, 0.579309827292, 20.4753112793
0.00288859331005, relu, 0.000337861355945, 32 64 96, 0.0187707166861, 0.685017645359
0.0586712236147, relu, 0.000118720331189, 96 64 32 128, 0.440012551561, 0.978484153748
0.00472479488212, leaky_relu, 1.33232225871e-05, 128 64 32, 0.599224874743, 0.725766479969
0.00330426312622, relu, 0.0124067541431, 96 64 128 32, 0.261943665603, 0.729319870472
0.00504153263132, relu, 0.000340196055683, 64 32 128 96, 0.654375275357, 0.75738286972
0.000727611754463, relu, 9.41730542157e-05, 32 64, 0.90578049046, 0.932266414165
0.000359702780693, tanh, 0.0203282594001, 64 128 96, 0.996590741788, 0.978589296341
0.000792994991034, sigmoid, 0.0972623197522, 32 64 96 128, 0.779511981542, 0.980814039707
0.000648057047963, leaky_relu, 0.00525971524996, 64 32 128, 0.904771735816, 0.887828230858
0.213389356684, relu, 0.000941171601849, 32 64 96, 0.214879447841, 0.937264740467
0.204420990166, leaky_relu, 0.064338876142, 64 128 32 96, 0.792478213415, 932443136.0
0.0151943315764, sigmoid, 0.00448508273673, 64 128 96, 0.849326259926, 0.978018641472
0.237455656092, sigmoid, 0.0905755213508, 96, 0.268871610968, 0.96119838953
0.194285553339, leaky_relu, 0.0831396793736, 32 64, 0.553897499443, 0.875007331371
0.0250507648613, relu, 0.000594956055748, 96 128 32, 0.103568803537, 0.573925971985
0.106223104747, tanh, 3.99281389082e-05, 32 128 64 96, 0.740787374965, 1.59037101269
0.00221506363373, sigmoid, 0.00269323930336, 32 64 96 128, 0.979333005661, 0.978503227234
0.00205724204431, sigmoid, 0.000437234435283, 64 128 96, 0.0117096599935, 0.650217115879
0.0190056811602, tanh, 6.45541208047e-05, 128 96 32 64, 0.455051537773, 0.981875896454
0.0295099342089, relu, 0.00568001593849, 32 128, 0.683155434929, 0.792774200439
0.00022461254877, tanh, 0.000126432007169, 128 96 32 64, 0.565208005952, 0.799296081066
0.000216921503453, tanh, 0.000159212129087, 32 128 96 64, 0.918605650931, 0.969333529472
0.00415049348505, sigmoid, 0.0726802670981, 128 32 96, 0.146314745278, 0.979671776295
0.0380560055082, relu, 0.00015642705266, 64 96, 0.206359751411, 0.699464678764
0.0455431547109, leaky_relu, 0.00100876421586, 64 32 96, 0.480487328594, 1.05591928959
0.0268370623516, sigmoid, 0.0442700429273, 32, 0.698279465627, 0.876347005367
0.035573590776, relu, 8.94713327899e-05, 96 128 32 64, 0.351220306931, 0.719925522804
0.795082051073, relu, 2.90469860392e-05, 64 96, 0.619899680111, 1.58469688892
0.0159726904418, sigmoid, 0.0245112948868, 96 64 32, 0.90807796848, 0.978065311909
0.00356852001703, relu, 8.7689301696e-05, 32 64 128 96, 0.552359397462, 0.718663752079
0.00645962877947, tanh, 0.0534757960411, 32 64 128, 0.112945438837, 0.771232068539
0.00833520129976, tanh, 3.25963955463e-05, 32 128 64 96, 0.383812769623, 0.942398250103
0.0308606581327, sigmoid, 0.000161873010515, 128 64 96, 0.513647721356, 1.14698982239
0.00383091925265, relu, 0.0928770202598, 128 64 32 96, 0.534951598386, 0.975473642349
0.873429694603, leaky_relu, 0.000418900600423, 96 64 32 128, 0.210988926563, 1.7337614336e+12
0.000121947349527, tanh, 0.00314213879233, 96, 0.739325523025, 0.753412842751
0.00129990617385, relu, 0.0397788828816, 96 64, 0.0747526120344, 0.702064692974
0.000159764438549, leaky_relu, 0.000268261023388, 64 32 96, 0.0833634596378, 0.624240219593
0.0635181899851, relu, 0.000924696679986, 96 32 64, 0.585987998711, 0.93847411871
0.327882010032, tanh, 0.00789559777663, 128 32 96, 0.309096286732, 0.635458469391
0.00145629853475, sigmoid, 0.00174297308758, 64 96, 0.291214951421, 0.626524746418
0.0267781552622, tanh, 0.000151152598414, 64 32 96, 0.851859179268, 9.66797924042
0.0103728340419, leaky_relu, 0.0131250172138, 64 96 32 128, 0.6053344101, 0.978287816048
0.0212087575831, tanh, 0.0062588968897, 96 32 64, 0.771203606283, 2.68166255951
0.000739740123056, leaky_relu, 0.00770064451958, 32 128 96 64, 0.997023863299, 0.979385256767
0.00178272350593, relu, 0.00231791741562, 128 32, 0.93216566815, 0.90603685379
0.0043591603753, tanh, 0.00302562972507, 96 32 64 128, 0.208345165808, 0.645280718803
0.0028290312799, leaky_relu, 0.00691670414901, 128 64, 0.514250005488, 0.603761672974
0.000157560141343, leaky_relu, 0.00253280516843, 64 96 32, 0.0423482415268, 0.584424436092
0.00103452863626, leaky_relu, 0.0991836516156, 32 96 128 64, 0.911724284907, 0.974622368813
0.0198534489893, tanh, 0.0630473418923, 96, 0.204249602307, 0.613200187683
0.000359197366713, sigmoid, 0.00441814864915, 64 128 32, 0.0753279711925, 0.980951845646
0.000432715283837, relu, 0.0151251041721, 128 32 96, 0.343222109139, 0.670716762543
0.00836028221153, relu, 0.000199033007003, 128 96 64, 0.0434744999286, 0.599469482899
0.000294041086655, sigmoid, 0.00294909768587, 64 96 32, 0.57635835371, 0.979016423225
0.297464507132, relu, 0.0463989991744, 96 128 64 32, 0.656118872738, 0.973762094975
0.0214660264786, sigmoid, 0.00146643563396, 64 128 32, 0.172832708113, 0.977013707161
0.116651859168, relu, 0.0156516871765, 128 32 96 64, 0.122055692854, 0.861803889275
0.000304989818061, tanh, 0.0977191213301, 96 32 128 64, 0.587934551816, 0.973730325699
0.00589932892184, sigmoid, 0.00804798463001, 32 64, 0.747534023737, 0.777376174927
0.000569791518428, leaky_relu, 0.00124617523034, 96 32, 0.487567954511, 0.667879462242
0.300681720241, sigmoid, 0.00407441413256, 128 96 64 32, 0.815650609376, 0.974235117435
0.0364503397535, relu, 2.00133117876e-05, 32 96 128, 0.423202094231, 0.826400876045
0.000133950809357, sigmoid, 3.27121896809e-05, 128 32 64, 0.814303077713, 0.806968033314
0.00185044079889, tanh, 0.0043862239258, 64 128 96, 0.600807872855, 0.856855630875
0.295683378974, leaky_relu, 0.0949939873276, 96 64, 0.378579961378, 10823.1552734
0.116611761527, leaky_relu, 0.000115309979553, 64 32, 0.482621292865, 2.00693678856
0.00028496552351, sigmoid, 0.000595048057778, 64 96 128, 0.016006494805, 0.75265365839
0.768683274485, relu, 0.0108810794938, 128 64, 0.110847613842, 0.97999894619
0.00101767163844, tanh, 1.63179196576e-05, 128 64 96, 0.118935293766, 0.732778310776
0.00857750454266, relu, 0.000173463413846, 64, 0.819392247917, 0.690787732601
0.017151137199, relu, 0.0270239839809, 96 128, 0.49413296707, 0.663385212421
0.162354403297, sigmoid, 0.0599722053616, 128 32 96 64, 0.0902941318327, 0.977734386921
0.000169385011893, leaky_relu, 0.000604298757056, 128 96 32, 0.0684309180437, 0.611167907715
0.0204220410707, leaky_relu, 0.00324851181924, 32 128 96, 0.77231271125, 0.930820047855
0.000262628752191, tanh, 0.0594966366836, 32 96 128 64, 0.42594166602, 0.976631760597
0.147964992803, sigmoid, 0.000228645318876, 64 32 128 96, 0.265830833295, 1.00385200977
0.00345239909901, relu, 0.00024839724016, 64 96, 0.338068409483, 0.595782399178
0.000144750495802, leaky_relu, 0.00457865410302, 128 64 32, 0.43972777665, 0.645516097546
0.0933563619322, relu, 0.0296728265905, 64 32, 0.453038360821, 0.835269451141
0.225149181041, leaky_relu, 0.0129056608303, 64 32 96, 0.265317020918, 56335.5078125
0.000546538825133, leaky_relu, 0.0488571381808, 64, 0.247393031225, 0.645658612251
0.0833319815831, leaky_relu, 0.00967528645074, 96 128 32, 0.430331618185, 0.846963644028
0.000622618288313, sigmoid, 0.00108001822353, 128 32 96 64, 0.116834211222, 0.98083037138
0.0576435850858, relu, 0.0250180352359, 64 32, 0.657087798302, 0.801752507687
0.0148994106161, relu, 0.00107606318385, 32 96 128, 0.0517227921493, 0.598787307739
0.00463931784518, leaky_relu, 3.73788353694e-05, 64 128, 0.246561284229, 0.636986076832
0.0691498891941, sigmoid, 0.000120601790881, 32 96 128 64, 0.40243370754, 0.97361344099
0.53521762095, sigmoid, 1.38856938213e-05, 128 32 96, 0.383852169367, 0.960456430912
0.814057729424, sigmoid, 0.00753566477933, 128 32, 0.946154277608, 0.97754240036
0.00178696721923, relu, 0.00140364424451, 96 32 64 128, 0.53759227538, 0.744735896587
0.00620727415098, sigmoid, 1.59638025162e-05, 128 96, 0.755380497282, 2.36608338356
0.728788809237, tanh, 0.0276642787981, 32 128 96, 0.0597205797273, 0.608644902706
0.337695606774, tanh, 0.000670600142971, 128 96 32 64, 0.103239041413, 0.867810249329
0.564977909279, relu, 0.000145370625169, 96 128 64 32, 0.564624119928, 20.2580909729
0.0317205424355, leaky_relu, 0.000232278028352, 128 96 32, 0.214294077846, 0.708054721355
0.000161585814865, sigmoid, 0.0007902859103, 32 64 96 128, 0.613754352482, 0.980998814106
0.000585906249192, tanh, 0.0932637555705, 96 32 64, 0.924476086327, 0.975431799889
0.0480002141131, relu, 0.022317858492, 96 64 32, 0.160533719886, 0.707766294479
0.000386066769213, sigmoid, 0.0111078457994, 64 32 96 128, 0.665900966696, 0.981034219265
0.0778134891905, sigmoid, 0.0593657843631, 128 64 32, 0.487101916309, 0.975828111172
0.106529679048, leaky_relu, 8.09458308004e-05, 64 96 32, 0.740890799183, 241.111785889
0.0336080147214, tanh, 1.34312931605e-05, 96 64 32, 0.604498434884, 1.38854682446
0.00151257081005, tanh, 0.0179596314332, 96 128, 0.63765941109, 0.652703464031
0.00349993424696, tanh, 0.000174616960195, 96, 0.491942719102, 0.848015725613
0.121119712478, sigmoid, 0.00189639931647, 128 32 96 64, 0.440437610459, 0.994430243969
0.174459213419, leaky_relu, 0.0136759519083, 64 96, 0.0200033501078, 0.625704884529
0.000527679388477, tanh, 0.000839520136934, 96 32, 0.500977626146, 0.654981970787
0.0061549301436, relu, 2.8312682204e-05, 96 32 128 64, 0.546880489046, 0.765006780624
0.000294381609015, leaky_relu, 0.000151719777121, 128 32 96, 0.242055344149, 0.621367633343
0.0897839521818, leaky_relu, 6.39634394984e-05, 128 96, 0.0260786599828, 43.2455406189
0.00324475907353, relu, 0.000111769910491, 32 128 96 64, 0.469534697711, 0.665311157703
0.00362124947338, leaky_relu, 0.0716524157275, 64 128 96, 0.187612797736, 0.976148188114
0.00420105942796, relu, 0.0059891628232, 32 64 128 96, 0.860996731525, 0.980109989643
0.00742630480269, leaky_relu, 0.00418165979675, 128 96 64, 0.916694633749, 0.973421216011
0.000904764028566, leaky_relu, 0.000999622759246, 128, 0.00399874248933, 0.620612740517
0.0919651001751, relu, 0.000450704802847, 32 64, 0.685087758436, 0.977810502052
0.287278871411, relu, 2.1265697483e-05, 128 64 32 96, 0.538290772663, 1.25866246223
0.474415927362, tanh, 3.79758626548e-05, 128 64 32, 0.8187257368, 2.03754925728
0.000165449122526, sigmoid, 9.01859073597e-05, 96 128 32, 0.921249678406, 0.979617774487
0.00187149464621, tanh, 0.000247290912719, 32 128 64 96, 0.306387819124, 0.768324196339
0.449483893278, relu, 0.0470094796532, 96 128, 0.0329651788242, 0.928223073483
0.0167270753317, relu, 1.41028931096e-05, 64 128, 0.446622244556, 0.69911211729
0.261869597331, tanh, 0.000136848682751, 128 32 96, 0.363893665788, 1.58328163624
0.816948106555, tanh, 0.000708386810164, 96 32 64, 0.65551905289, 4.15053510666
0.719694153196, sigmoid, 1.47954848671e-05, 128 64 32 96, 0.153489685704, 1.13228034973
0.0750859130309, sigmoid, 0.00243878752413, 32 96 128, 0.0787943664193, 0.747963905334
0.00427051945408, sigmoid, 0.0072194098036, 64 96 128, 0.32090313757, 0.979168593884
0.000251717770492, sigmoid, 0.00430803194983, 96 64, 0.41390563958, 0.670606732368
0.00393066594819, tanh, 0.000854116448199, 64 32, 0.607337899781, 1.04865193367
0.182169436543, sigmoid, 0.000414943817765, 128 32, 0.566030236504, 0.901615560055
0.000949950829713, tanh, 0.0116874171402, 96 32 128, 0.488779947796, 0.630424082279
0.00230895584551, leaky_relu, 0.00042052107523, 32 128 64, 0.468469421532, 0.702928423882
0.0523047295056, relu, 0.0823985905517, 64 96 128, 0.370883351226, 0.975350379944
0.0230086692936, tanh, 0.0533160175753, 32 96, 0.27941112173, 0.691563785076
0.000127950577401, sigmoid, 7.33577480157e-05, 96 128 64, 0.472109125123, 0.806419014931
0.000186196543469, sigmoid, 0.00166432090154, 64 96 128, 0.22156676134, 0.980722486973
0.000294910752876, tanh, 0.000202596312448, 32 64, 0.55643969401, 0.720693409443
0.000261494681735, tanh, 0.0051913455176, 32 64 128, 0.847566341438, 0.842804372311
0.00111639909216, tanh, 0.00148803624485, 64 96 128 32, 0.362379048449, 0.728653907776
0.0211671914018, relu, 0.000175384854411, 96 64 128 32, 0.385800302319, 0.753114283085
0.285954537457, sigmoid, 0.000764413070423, 96 32, 0.333842329564, 0.639404952526
0.00241098772078, leaky_relu, 0.000883990980641, 96 64 32, 0.41741918129, 0.632136642933
0.000533831856914, leaky_relu, 0.000265467021099, 64 32 96 128, 0.175887334104, 0.631095230579
0.00619194560031, relu, 1.33238441806e-05, 128 64 96 32, 0.0861521419975, 0.555384635925
0.00278841536751, relu, 0.002179648562, 64 128 96 32, 0.58589668464, 0.692384719849
0.131021900261, leaky_relu, 0.0668356606262, 128 96 32, 0.0346528300157, 0.974993407726
0.000320650324203, leaky_relu, 0.0222568343817, 64 128 32, 0.912984539734, 0.975487172604
0.0605600616256, tanh, 0.00183525563222, 64 128 96 32, 0.736206564755, 3.27425432205
0.0362126071486, sigmoid, 0.000831166649384, 32 64 96 128, 0.259967370044, 0.763948559761
0.245941206327, leaky_relu, 1.19042975609e-05, 96 64 128, 0.0905971211975, 3159.1340332
0.000791867245079, tanh, 3.50548170018e-05, 32 64, 0.917024169805, 0.809543788433
0.00156878871232, tanh, 0.00224138837564, 64, 0.489918211596, 0.678908646107
0.531522727906, leaky_relu, 0.0387748882262, 32 64 128 96, 0.959482500537, 3.17612621824e+11
0.0295309221229, tanh, 0.0558905064966, 128, 0.916979299425, 0.758930325508
0.00584500056432, sigmoid, 0.000367060859364, 128 96 32 64, 0.257568221403, 0.97906601429
0.000172818955604, sigmoid, 0.000180916318007, 32 128 96 64, 0.445914646659, 0.810822308064
0.369002123367, tanh, 0.00056847223751, 64 96 32, 0.74571479895, 1.89782845974
0.000513731783393, tanh, 0.0328895573503, 64 96 32 128, 0.611706942089, 0.976242542267
0.0110968127689, tanh, 0.0390002154045, 64 96 128 32, 0.452070185828, 0.977652549744
0.672238457208, relu, 0.0674360998482, 64 32 128 96, 0.389005067752, 2.37809252739
0.41447623256, relu, 0.0131543397916, 64 32 128, 0.0695630011923, 0.977648019791
0.256056744547, relu, 0.00235354264885, 64 128, 0.800351185551, 0.980418264866
0.00300366168177, leaky_relu, 5.00316873588e-05, 128 32 96 64, 0.802374641382, 0.971510469913
0.00349140872229, sigmoid, 0.0752469326882, 96 64 128, 0.206936644887, 0.979527890682
0.000640421941243, leaky_relu, 0.0146378326991, 96 32 64, 0.553859149705, 0.762989580631
0.000116641511435, sigmoid, 9.10670661515e-05, 64 32 96 128, 0.420830004007, 0.814725458622
0.00323253354409, relu, 0.0307562910553, 64 128 32, 0.0488761601811, 0.756646633148
0.142747051869, tanh, 0.0264095627034, 96 128 32, 0.117177463806, 0.79440921545
0.0616871440951, relu, 0.0348758371312, 64 32 128, 0.274018899888, 0.784730315208
0.00470447058583, leaky_relu, 0.00161371066268, 64 96 32, 0.189145416054, 0.597127258778
0.113362158373, relu, 0.0615722030434, 64 128 32, 0.106916688357, 0.975700080395
0.0203286267935, sigmoid, 0.00153611196031, 32, 0.872748771548, 1.38181483746
0.0586943201241, relu, 0.00262503426738, 128 96 32, 0.0704669752408, 0.659211099148
0.378576225715, relu, 9.40081320522e-05, 96 32 128, 0.0872239726958, 0.967156231403
0.00332658772285, relu, 0.0894269657485, 64 96 128, 0.856925808231, 0.975573241711
0.000406599567897, leaky_relu, 0.00425740453255, 128 32 96, 0.0652680274836, 0.639169931412
0.00212496640234, tanh, 0.0079219314423, 32 96, 0.996420699505, 0.980079770088
0.00136724354459, tanh, 0.00726278219153, 128 32 64 96, 0.59184027552, 0.817408800125
0.0424621235362, sigmoid, 0.000737173595371, 96, 0.104276863302, 0.684477627277
0.00368901633581, leaky_relu, 8.28674020942e-05, 128 32 96, 0.00404931751328, 0.747083485126
0.0207578041832, leaky_relu, 0.0466903474444, 32 96 128 64, 0.630636617921, 0.977111935616
0.000485810271453, tanh, 0.0115678871437, 96 64 32 128, 0.108148603693, 0.637463867664
0.101710542263, sigmoid, 0.0688985557711, 128 32, 0.964837199404, 0.976628601551
0.24510574251, relu, 0.0385950809343, 128 32, 0.678447597297, 0.981454312801
0.000357592790385, tanh, 0.0175260483514, 32 96 64, 0.439422942883, 0.644145548344
0.00432578042754, relu, 0.00572733395417, 96 128 64, 0.571572659141, 0.67426109314
0.00688054903198, tanh, 6.31595696737e-05, 32 64 128, 0.92729920178, 0.950354337692
0.00017473440581, leaky_relu, 0.0708006328591, 96 64 32, 0.210954029452, 0.974280655384
0.753832685963, leaky_relu, 1.94719679429e-05, 64 32 128 96, 0.671769204835, 7.65264815718e+12
0.886539280524, relu, 0.00347188853866, 96 32 128, 0.751172933108, 44.7824859619
0.000597730914882, leaky_relu, 0.0650178735064, 128 64 32 96, 0.466177822563, 0.976181924343
0.000227458732991, tanh, 0.00882587078411, 64 32, 0.740792466415, 0.79455691576
0.381930401757, sigmoid, 0.0190498573712, 128 64 96, 0.04440262569, 0.981037437916
0.000330451503614, tanh, 8.56069956999e-05, 64 32 96, 0.221372952303, 0.656037032604
0.000434373322645, relu, 4.4829339452e-05, 128 32 64 96, 0.64668280377, 0.901775658131
0.00232954320928, relu, 0.0752230718924, 96 32 128, 0.429066390387, 0.976022183895
0.760554680067, tanh, 1.47652048911e-05, 64 96 128 32, 0.312261534102, 1.41858482361
0.00411462245521, sigmoid, 5.03675558798e-05, 32 128, 0.706537827914, 1.12031280994
0.259121908458, leaky_relu, 0.0101950498149, 32, 0.618675963401, 0.657279670238
0.111902386454, tanh, 4.80056112822e-05, 96, 0.810696299441, 4.27057123184
0.0658966372796, leaky_relu, 0.061566114358, 32 128 96, 0.157773760603, 0.976139843464
0.44718592705, sigmoid, 0.000404233404615, 32 128 96, 0.741836541436, 1.17056202888
0.00130854882069, sigmoid, 0.00775412170267, 96 32 128, 0.471949710027, 0.980945467949
0.194838143699, leaky_relu, 3.22099415566e-05, 32 128 96, 0.919736549572, 74732.2890625
0.00300915185807, leaky_relu, 0.0112849511934, 64 128 96 32, 0.749262621608, 0.979808151722
0.0120592905659, leaky_relu, 1.62561834483e-05, 128 64 96 32, 0.478867298105, 0.755658149719
0.218400718085, relu, 0.00224497306134, 96 64 128, 0.675609370276, 0.975787341595
0.0519800961294, relu, 2.30507767793e-05, 128 96 64, 0.544642097904, 0.9783898592
0.732536022309, leaky_relu, 0.00170402249314, 32 96 128 64, 0.259150524176, 33025738752.0
0.271507842563, sigmoid, 0.00344524926261, 64 96 32, 0.932951168492, 0.979522407055
