Learning Rate, Activation Function, Weight Decay, Hidden Layers, Validation Error
0.000140580852066, relu, 1.12815808931e-05, 96 32 64, 0.656796455383
0.000200716987873, leaky_relu, 1.63637486567e-05, 128 64 32, 0.621398687363
0.000736982390792, leaky_relu, 0.000145546174627, 64 32 128, 0.646255552769
0.000433250609111, leaky_relu, 0.000134550695637, 32 64 96, 0.590273320675
0.935424996894, relu, 5.63826850101e-05, 128 96 64, 0.977828383446
0.241160789662, relu, 0.00420920063998, 32 128 96 64, 0.969381868839
0.000147455459772, relu, 0.0627244414646, 32 96 128, 0.972960650921
0.00208729355581, leaky_relu, 0.0116251327433, 64 32 128 96, 0.743786513805
0.0145987353102, leaky_relu, 8.60483836986e-05, 96 32 128 64, 0.680613517761
0.307354262039, leaky_relu, 0.000774029919366, 32 128, 196.609893799
0.000120616922468, leaky_relu, 0.0395672864975, 32 64 128 96, 0.974960923195
0.000193291084309, leaky_relu, 0.0192483950073, 128 96 32, 0.651719391346
0.0364514449764, relu, 0.000179607958889, 64 128 32 96, 0.698333859444
0.197947460751, relu, 0.000427331370325, 64 96 128, 0.925794959068
0.0382332518011, leaky_relu, 0.000438448258852, 96, 0.752909064293
0.000237387049806, leaky_relu, 0.00665145777797, 32 64 96 128, 0.654078304768
0.729077439635, leaky_relu, 0.0848680155208, 128 64, 60.9110832214
0.0251073430713, relu, 0.000254127070454, 96 32 128, 0.635645389557
0.0404071004834, leaky_relu, 0.000999778588793, 64 128, 0.596659958363
0.348415912927, leaky_relu, 0.00153830897925, 96 128 64 32, 22602.5878906
0.00971729941297, leaky_relu, 0.000442947571874, 32 64, 0.740054309368
0.907157415835, leaky_relu, 0.00039118641843, 96, 4.38667297363
0.000184004558727, relu, 0.0209872333061, 96, 0.58366394043
0.967716213763, relu, 0.000348912782026, 64 96 32, 0.979835808277
0.00019814783236, leaky_relu, 0.000956510513614, 64 128 32, 0.600058555603
0.024524627615, relu, 0.000113483972985, 32 64 96 128, 0.7635871768
0.00176765256923, relu, 6.88417441199e-05, 128 32 96 64, 0.706054627895
0.44818938178, leaky_relu, 0.00468820926251, 32 96 128 64, 7447.89892578
0.000791093090816, relu, 0.000621984897775, 128 96 32, 0.6485221982
0.0492682258825, leaky_relu, 0.0311309688284, 128 64 32, 0.977954387665
0.00026832683989, leaky_relu, 0.00329863529422, 96 64, 0.628131151199
0.0435056619816, relu, 1.23463277465e-05, 128 64 32, 0.858108401299
0.00037464380729, leaky_relu, 0.0599101962804, 32 64, 0.775654494762
0.00067129845699, leaky_relu, 0.000313310834006, 64 96 128, 0.7236790061
0.591559861176, relu, 0.0817802423606, 96 32 64 128, 1.35492968559
0.0280738646555, leaky_relu, 0.00826211863553, 128 64 32, 0.55779838562
0.0624166232215, leaky_relu, 0.0111185152491, 128 96 32, 0.574099361897
0.000754741049511, leaky_relu, 0.000128115005032, 96 128 32 64, 0.719810247421
0.000108760853503, leaky_relu, 0.000405944607678, 32 64, 0.679909408092
0.000541599643298, leaky_relu, 0.001103143962, 32 96, 0.706858873367
0.0163809702866, relu, 0.000392854254431, 96 128 64, 0.614857912064
0.000659488059101, relu, 1.24252475092e-05, 96 64, 0.659880936146
0.000372540597963, relu, 0.084788118438, 128 96, 0.81381213665
0.10736065205, relu, 3.95197078873e-05, 32 128, 0.936118900776
0.000512968298129, relu, 0.000228162911222, 128 32 96, 0.661166012287
0.136533201534, leaky_relu, 0.0200142517988, 32 128, 0.59042173624
0.121404664638, leaky_relu, 0.00150827267023, 64 96 32 128, 1.43350958824
0.0149350924901, leaky_relu, 0.0381259377276, 64 32 96, 0.977705657482
0.034914696419, leaky_relu, 0.0565297303398, 96 128 32 64, 0.976629912853
0.00846640924492, relu, 6.6940366393e-05, 96 32 64, 0.694118916988
0.642345111029, relu, 0.000336136725331, 64 128 32, 0.973657846451
0.0010602144819, relu, 5.71380726164e-05, 128 32 96, 0.679648697376
0.246407741899, leaky_relu, 0.00166143665583, 96 64 128 32, 20543.5097656
0.734094934581, leaky_relu, 0.000115303534062, 128 96 64 32, 561811.3125
0.000147038743611, leaky_relu, 0.0451329396243, 96 64, 0.714936852455
0.00144794759059, leaky_relu, 0.0412265286067, 64 32 128, 0.977527201176
0.00155733504605, leaky_relu, 0.0389648303987, 96 32 64 128, 0.977673053741
0.0330865705841, leaky_relu, 0.000361057997797, 64 96 32, 0.615670144558
0.00196048189434, relu, 5.2710919597e-05, 96 64 32 128, 0.64990735054
0.00529590475439, leaky_relu, 0.000517778075386, 96 32 128 64, 0.686028897762
0.000401213282264, leaky_relu, 0.0702328640189, 32 64 96 128, 0.975259244442
0.0149061278815, relu, 0.00199101826465, 64 128 32 96, 0.656607806683
0.000610615223675, leaky_relu, 9.12112618551e-05, 128 96, 0.623641908169
0.495256896865, relu, 0.0664008693082, 64 128 96, 1.00228488445
0.00345306167496, relu, 0.00055364439674, 64 128 96, 0.616923511028
0.000185342248887, relu, 0.0715671792897, 32 128 96, 0.974916815758
0.590203437806, leaky_relu, 0.0262068027899, 32 128 64 96, 16819.8554688
0.000135836586301, relu, 1.61585717552e-05, 96 128 32 64, 0.656027257442
0.00305890489702, relu, 0.00113989202113, 64 96 128, 0.701836228371
0.0013467768566, relu, 0.0479344121725, 32 96 128, 0.977140188217
0.0075106123287, leaky_relu, 0.0210055622005, 64 96 32, 0.698980331421
0.295781679948, leaky_relu, 0.00011594335886, 128, 0.798965334892
0.0369812162249, leaky_relu, 0.000135789736102, 128 96 64, 0.806770861149
0.00189387427739, relu, 0.000292922856291, 32 64 96, 0.620941877365
0.123699499899, leaky_relu, 0.00432818750151, 32 96 128 64, 0.669127523899
0.810692334474, relu, 0.000544595878004, 32 96 64 128, 0.96877849102
0.219000264902, leaky_relu, 0.000123668254469, 32 96, 4.64348936081
0.414777806287, leaky_relu, 0.0205219301818, 64 128 32, 14.1979074478
0.00426164242088, leaky_relu, 0.0523909253013, 96 128 64 32, 0.976956307888
0.00917137782198, leaky_relu, 0.0262170928173, 96 64 32 128, 0.978519320488
0.000400424237365, leaky_relu, 0.00426732117164, 64 32, 0.587209045887
0.0159290160349, relu, 0.000385307490457, 32 96, 0.742001235485
0.697251910907, relu, 3.72811848132e-05, 64 128 32, 0.977274298668
0.393767008726, leaky_relu, 0.00234700971935, 96 128 64 32, 688.015197754
0.000133269452348, relu, 0.0404845034353, 96 32, 0.684199929237
0.0684207638293, relu, 0.00079726721583, 128 64 96, 0.762854993343
0.256535883672, relu, 0.0300792588779, 64 96 128 32, 1.47015190125
0.181631469912, leaky_relu, 0.00713863609863, 96 128 64 32, 224752848.0
0.00555110486344, leaky_relu, 0.0125285003872, 96, 0.595822393894
0.830283697877, leaky_relu, 0.000878065339956, 64 32 128 96, 1490751744.0
0.000323280752022, leaky_relu, 2.74391899671e-05, 96 64 128 32, 0.590110599995
0.00746071568849, leaky_relu, 0.071624232861, 96 32, 0.797412931919
0.0925291973904, relu, 2.17751762966e-05, 64 96 128, 0.880751311779
0.000222006847504, leaky_relu, 0.0319630670469, 128 64 96, 0.738635957241
0.00018453080032, relu, 8.87503676739e-05, 96 128 32 64, 0.580549061298
0.00715865912468, relu, 3.00973960832e-05, 96 32 64 128, 0.678525090218
0.0638726379239, relu, 0.00608225369772, 32 128 64 96, 0.727345466614
0.00182395160843, leaky_relu, 0.0154216531869, 32 96, 0.604878723621
0.00136647601246, relu, 1.07265063974e-05, 128 96 64 32, 0.757974505424
0.500646203202, leaky_relu, 0.0072902923443, 64 96 128 32, 42712.2226562
0.000751889680692, leaky_relu, 0.00491748480359, 32, 0.664024829865
0.00291738320946, leaky_relu, 0.00520427246407, 64 32 128, 0.563318789005
0.072407519554, leaky_relu, 0.00228330833686, 96 64 32 128, 0.627469062805
0.301847712579, leaky_relu, 0.000554262053711, 128 64, 9.88643932343
0.0127639623024, relu, 1.42356247018e-05, 128 64 96, 0.645512998104
0.00152981313407, leaky_relu, 0.00330011947543, 64 96 32 128, 0.643956243992
0.000122203785947, leaky_relu, 0.0026199206649, 32 96, 0.627783298492
0.000127853547106, leaky_relu, 3.13376391281e-05, 128 96 64, 0.574094235897
0.0323139669195, relu, 0.00151285828951, 64 96 128, 0.627692937851
0.000549006583537, leaky_relu, 4.7668317651e-05, 32 64 128, 0.670235455036
0.00420232022571, relu, 0.0637657857997, 64 96 32 128, 0.976449131966
0.0261829547134, relu, 0.000675266168921, 96 128 32, 0.641069293022
0.477019148937, relu, 0.0641845414655, 64 96 128 32, 2.05918717384
0.00155455367022, relu, 0.00100436361135, 64 96 32, 0.699970424175
0.000421604400376, relu, 0.00269526142206, 128, 0.626405537128
0.000236423620554, relu, 0.0531919361802, 32 96 64 128, 0.973564445972
0.000801464658151, leaky_relu, 0.00064010335142, 64 32 96, 0.617137789726
0.000624748766558, leaky_relu, 0.00252356647363, 64 32 128 96, 0.589974880219
0.0328635123746, leaky_relu, 0.000215945986859, 96 64 128 32, 0.797086119652
0.00701357638619, leaky_relu, 0.00300145877307, 96 32 64, 0.595476567745
0.0177496869864, relu, 2.04229511549e-05, 32 64, 0.91084086895
0.217466172159, relu, 0.00123134551057, 128 64 96 32, 0.98108202219
0.0163073843755, relu, 4.99722101236e-05, 128 64 32 96, 0.688816249371
0.176434473987, relu, 0.000265308166119, 32 128 96 64, 0.995081007481
0.000793088369051, leaky_relu, 5.50601822135e-05, 64, 0.641642868519
0.00462520409098, relu, 0.000330135668939, 96 64 32, 0.6756503582
0.000107855546024, leaky_relu, 0.093254491799, 32 128 96, 0.973579823971
0.00256588642198, leaky_relu, 0.00083134848707, 64 32 96 128, 0.708155870438
0.0169690077571, leaky_relu, 0.000159755936694, 64 32 96, 0.688739895821
0.000791641535752, leaky_relu, 0.0101576195539, 32 96 128 64, 0.711011111736
0.000172390311543, relu, 0.0197440326373, 96 128 32 64, 0.976220846176
0.0234701294405, relu, 0.0859444344109, 128 96 32 64, 0.975589752197
0.922912517599, leaky_relu, 2.99587608085e-05, 128 64 96 32, 1578777728.0
0.000521964858918, relu, 0.000742762667378, 32 96 64, 0.644237101078
0.000139221048365, leaky_relu, 0.000788022584428, 64 128 96, 0.663716673851
0.0357281216631, relu, 0.0108400139008, 96 32 128 64, 0.979878246784
0.000435686306713, leaky_relu, 0.0322304871905, 32 96 128 64, 0.973019897938
0.00853897691935, relu, 0.00826764394827, 96 128, 0.623035430908
0.00326065636163, relu, 6.57133823041e-05, 32 96 128 64, 0.815007805824
0.00092645804718, relu, 0.00758086833302, 32 128, 0.62740957737
0.00169175249763, relu, 0.0011565928033, 128 64 32 96, 0.633807301521
0.000126355741459, relu, 1.68311525643e-05, 128 64 96, 0.595557749271
0.00516337594889, leaky_relu, 0.00544025809283, 32 96 128, 0.639025568962
0.00278805568833, leaky_relu, 0.00186491345473, 128 96 64 32, 0.616316020489
0.163978629186, leaky_relu, 0.00136744831079, 96 64 128 32, 0.756597101688
0.000281005770873, leaky_relu, 7.15363993283e-05, 32 96 64 128, 0.671366274357
0.0193194612446, relu, 5.33213379925e-05, 96 128 32 64, 0.719009518623
0.00880717661806, leaky_relu, 4.54570773997e-05, 64 32 128 96, 0.713629484177
0.0492937637835, relu, 0.0157996182685, 128 96 64 32, 0.979111194611
0.618947640577, leaky_relu, 0.00325850265388, 32 96 128, 334.047363281
0.10731073337, relu, 0.0995638034747, 64 32, 0.875270187855
0.00132723858532, relu, 1.46973289703e-05, 64 96, 0.802510738373
0.86282829205, leaky_relu, 0.00474722898872, 128 96 64 32, 56947928.0
0.000379989941225, leaky_relu, 2.60417042588e-05, 96 64, 0.611466526985
0.0475608201923, relu, 2.77489882648e-05, 96 64 32, 0.905395925045
0.0172461968833, relu, 0.028759249993, 32 96, 0.605268836021
0.000183339046029, relu, 1.78976093609e-05, 128 96 64 32, 0.65864533186
0.00279671461856, leaky_relu, 0.000150289526919, 32 96 64, 0.700703203678
0.000595262159064, relu, 7.27499700339e-05, 96 32 128, 0.688571870327
0.00117316948174, relu, 0.026948497227, 128, 0.584968328476
0.354598787542, relu, 5.52976267113e-05, 64 128, 0.973792910576
0.279868212056, relu, 0.0968771893013, 64 128 32, 0.975379288197
0.404454801696, relu, 0.00050784295979, 128 96, 0.97025758028
0.000149644208066, relu, 0.0960599155016, 128 96 64 32, 0.975201427937
0.00695169702914, leaky_relu, 1.12856169767e-05, 32 96, 0.889684140682
0.223974386834, leaky_relu, 0.0169112846173, 128 64 96, 0.900563776493
0.0154068413049, relu, 0.000210617749271, 96, 0.681658506393
0.0246947451705, relu, 0.0528086154707, 128 32, 0.743965566158
0.00376684344972, relu, 0.058148968226, 128 64 32, 0.976688861847
0.0607704625625, leaky_relu, 0.000126409136047, 128 96 64 32, 0.9799451828
0.00860082220863, relu, 0.0238602452624, 128 96 32 64, 0.978690683842
0.0798751487848, relu, 0.0769642089371, 32 96 64, 0.974466383457
0.556473142838, relu, 0.00579873488491, 32 128 64, 0.992227613926
0.000825664483488, relu, 2.04040533856e-05, 64 32 96, 0.662736475468
0.0304534878617, leaky_relu, 0.00473721859496, 32 128 96 64, 0.668119251728
0.0437720759673, leaky_relu, 0.000114714258954, 64 96, 0.703691840172
0.0808160060626, leaky_relu, 0.0541455216323, 32 96, 0.730085074902
0.00175130812939, relu, 0.00226750544053, 64 32 96, 0.712571561337
0.000178028666746, relu, 3.70159339682e-05, 96 64 32 128, 0.674150645733
0.0191014694263, leaky_relu, 0.000107719341224, 128 96 64, 0.61910367012
0.00591888451102, relu, 0.000160497694019, 32 128 64 96, 0.688899159431
0.000115360912661, leaky_relu, 0.00522527847259, 128 32 64, 0.614684939384
0.051826612757, leaky_relu, 1.82971626235e-05, 128 32 64 96, 0.885726034641
0.0997190416119, leaky_relu, 0.000506397022998, 64 32, 0.737443864346
0.0454530492433, relu, 1.41801742005e-05, 96 32 128, 0.931747913361
0.00206697923253, leaky_relu, 0.000114087913264, 128 96, 0.646645784378
0.000790511290457, leaky_relu, 0.000651218179659, 64 96 128 32, 0.731237113476
0.0892456162887, leaky_relu, 0.0985446797134, 32 96, 0.973671615124
0.00145520782152, relu, 0.0641798688626, 32 64, 0.7820302248
0.349082950545, relu, 1.55517038197e-05, 128, 1242.33459473
0.068276385029, relu, 5.65871532125e-05, 96 32 128, 0.905173659325
0.000206106731375, relu, 0.0151446375752, 96 128 32, 0.605014741421
0.000442933834323, leaky_relu, 3.35809023812e-05, 128 32 96, 0.613027513027
0.0701131748772, leaky_relu, 0.00701205135076, 96, 0.619169890881
0.00118251591356, relu, 0.0007756105087, 96 64 128 32, 0.66383689642
0.00562494287512, leaky_relu, 9.42998501742e-05, 96 128, 0.726470112801
0.000229450564006, relu, 1.20844832855e-05, 96 64 128, 0.656816363335
0.119962420358, relu, 0.00268162478848, 64 128 96, 0.862951993942
0.0620394506295, leaky_relu, 0.0100060874218, 64 32, 0.566743195057
0.00154926482536, leaky_relu, 7.68822326419e-05, 128 32 96 64, 0.657384455204
0.185461513882, leaky_relu, 0.00857777279389, 32 128, 0.626806199551
0.00127367951529, relu, 0.000135366649156, 64 32, 0.734124839306
0.710087763838, relu, 3.4157703237e-05, 64 32, 0.981243908405
0.124804923503, leaky_relu, 0.0124907285215, 64 128 32 96, 338.20123291
0.0135723867087, leaky_relu, 0.000239751464683, 64 128 96, 0.616802334785
0.0945709768714, leaky_relu, 0.000398048826811, 128 96 64, 0.83211606741
0.231857084535, leaky_relu, 2.36814806929e-05, 32 64 96, 1.14664697647
0.0244640671276, relu, 0.000102192635974, 96 32 128 64, 0.777841091156
0.0162884231132, leaky_relu, 0.00269714169874, 96 32 128, 0.615690767765
0.916779723965, leaky_relu, 1.24820498341e-05, 128 64, 2824.20581055
0.0487199817717, leaky_relu, 0.0224244598904, 32 96 128 64, 0.978228151798
0.0298571328151, leaky_relu, 5.30191350213e-05, 96 128 32, 0.713620901108
0.0743744099843, leaky_relu, 0.044974477276, 32 64 128, 0.975614607334
0.0135425826474, relu, 0.00051622239614, 128 32 64 96, 0.642041265965
0.00267080407839, relu, 0.000621898213426, 96 64 32, 0.722063004971
0.0145648051245, relu, 0.00781261714376, 96 128 64 32, 0.747588396072
0.000199429721436, relu, 0.032898004086, 128 32 96 64, 0.978014230728
0.442484222351, relu, 0.0984039643174, 32 96 64 128, 1.04182398319
0.00451520303787, relu, 0.00945995678881, 64 128 96, 0.595523536205
0.0435921702407, relu, 2.31402856048e-05, 32 64 128 96, 0.994583725929
0.000187601586719, leaky_relu, 0.0325790309899, 128 32 64, 0.74219506979
0.00656068613159, relu, 0.00465024804497, 128 96, 0.609032094479
0.00278178137929, leaky_relu, 0.000912294912597, 64 128 32 96, 0.618663311005
0.0194168936769, relu, 0.000339478807487, 32 128, 0.681730151176
0.000449974818384, leaky_relu, 0.0736181354582, 128 96 32, 0.969943106174
0.158578986001, leaky_relu, 0.0159742295338, 64 96 128, 0.990961194038
0.000177057790863, leaky_relu, 0.00375462843451, 64 32 96, 0.618678748608
0.00123118834303, relu, 0.00242334778579, 32 128 64 96, 0.730147302151
0.000749020943985, relu, 0.000196506788685, 128 64 96, 0.657365679741
0.000164125205757, leaky_relu, 0.000306903617174, 64 96, 0.666863322258
0.0329434448532, leaky_relu, 0.00157708134958, 128 32 64, 0.634121179581
0.0434009346387, leaky_relu, 0.000217439719951, 32 128 96 64, 0.769317448139
0.886074508154, leaky_relu, 0.0321017296287, 128, 0.623634874821
0.0246629517128, leaky_relu, 0.0032821063051, 96 128 32 64, 0.620920360088
0.570803832616, relu, 0.0393809311387, 64 96 128, 0.991702079773
0.911352622818, leaky_relu, 0.0120285893684, 64 32 96, 2828238.25
0.0198036765187, relu, 0.000166817685434, 64 96 128 32, 0.630721211433
0.853253300549, leaky_relu, 0.000123347566738, 96 128 32 64, 4039470.75
0.0244143843974, relu, 0.000672126418327, 96 64 128, 0.620786130428
0.00329663020283, relu, 6.18403348022e-05, 128 32 96, 0.727265655994
0.000175015500685, relu, 1.60741350698e-05, 32 96, 0.721518397331
0.00205415495827, relu, 0.000169059593819, 128 32 96 64, 0.687947928905
0.00078926123389, leaky_relu, 0.000174810747686, 32 128 64 96, 0.706176817417
0.322405533323, relu, 0.00974490968323, 32 64 96, 0.981479346752
0.0314794937403, leaky_relu, 0.0108999637396, 128 64 32 96, 0.746583819389
0.000467757141213, relu, 3.59134705294e-05, 96 128, 0.640779256821
0.5805872677, relu, 0.00100960963875, 64 128, 0.973985016346
0.00187943574227, leaky_relu, 0.000176339798971, 32 128 64 96, 0.763639211655
0.0114993017674, leaky_relu, 0.000143806741095, 128 32 96, 0.693705737591
0.278234806109, leaky_relu, 0.00173293058594, 96 32, 0.963787376881
0.00197555127826, leaky_relu, 0.000130671303655, 64 96 128, 0.709039628506
0.0289199351339, leaky_relu, 0.0153514776746, 32 96 128 64, 0.979360044003
0.0955619199645, leaky_relu, 0.00272105607794, 32 96 128, 0.621827363968
0.129221338718, relu, 0.0887106985486, 96 128, 0.815754950047
0.174713932158, relu, 0.00101142615279, 32 96 64 128, 0.980368077755
0.00555745328302, relu, 0.00606453484204, 32 96 64 128, 0.703121244907
0.75518708429, leaky_relu, 0.00263355415207, 64 96 32 128, 61757440.0
0.0274995123721, relu, 0.0989082810861, 96 64, 0.975165724754
0.00313336884091, relu, 0.0001279735691, 96 64, 0.64665555954
0.208927426795, relu, 0.00502083530309, 128 64, 0.958566427231
0.0140505533678, relu, 1.94897218381e-05, 64 128 32 96, 0.775068581104
0.0169282611381, leaky_relu, 0.0126129179543, 64 96 128 32, 0.979674875736
0.0193898268529, relu, 4.72908028167e-05, 96 128 32, 0.700325191021
0.0590482821091, relu, 3.09289325539e-05, 64 96 32 128, 0.868549048901
0.720145825022, leaky_relu, 0.00928502080274, 128 64 32, 133149.53125
0.00570834616167, leaky_relu, 0.00140839694946, 128 96 32 64, 0.643873095512
0.158410957542, leaky_relu, 0.0149398686388, 96 64 128, 0.605780363083
0.0778424042059, relu, 0.000169221223748, 64 96, 0.815883040428
0.00163446083145, leaky_relu, 8.01657982356e-05, 32 96 128 64, 0.787653684616
0.000919287126158, leaky_relu, 0.00195959322367, 64 96, 0.66679507494
0.091851022571, leaky_relu, 2.09592880378e-05, 32 128 96, 1.34927761555
0.0735125725134, leaky_relu, 0.00654888239067, 32 128, 0.599689722061
0.100753305387, leaky_relu, 0.000318357340249, 128 32 96 64, 0.857273995876
0.0186038823577, relu, 0.00228131011321, 128 64 96, 0.61004114151
0.0129906691793, leaky_relu, 0.000136455062953, 96 32 64 128, 0.616466939449
0.00592962990106, leaky_relu, 0.072249140613, 96 128, 0.800054430962
0.0312341165022, relu, 0.00489363486719, 64 32 96, 0.568369090557
0.465868609403, leaky_relu, 0.0022754103551, 32 96 128, 4.23436450958
0.000174992602458, leaky_relu, 0.0518792629295, 32 64 128 96, 0.972528576851
0.131718496669, relu, 0.0093777674026, 128 64, 0.550839960575
0.00677297080966, relu, 0.000149190987645, 128 96 64 32, 0.660654425621
0.0462567725548, relu, 0.00330575617011, 32 128 96 64, 0.651400089264
0.0014239674284, relu, 0.00463519396869, 96 64, 0.58688557148
0.000106400805949, leaky_relu, 0.0202323504253, 128 64 32 96, 0.975494086742
0.00139972030614, leaky_relu, 2.3735385274e-05, 64 32 128, 0.715187966824
0.000302210714024, relu, 0.0202528243602, 96 64 32, 0.652240276337
0.250671781502, leaky_relu, 0.000259483814008, 128 64 96, 145806.78125
0.000624723035898, relu, 8.87013628676e-05, 32, 0.687333464622
0.132749785049, relu, 1.6554168021e-05, 64 32 96, 0.97885876894
0.153611869534, leaky_relu, 0.0259790544459, 64 128 96, 0.779328644276
0.00851028447072, relu, 3.91311221316e-05, 128 96, 0.715688347816
0.0174168323595, leaky_relu, 0.0295920769895, 96 64 32, 0.737311780453
