'Hips_Xposition', 'Hips_Yposition', 'Hips_Zposition', 'Hips_Zrotation', 'Hips_Xrotation', 'Hips_Yrotation', 'Spine_Zrotation', 'Spine_Xrotation', 'Spine_Yrotation', 'Spine1_Zrotation', 'Spine1_Xrotation', 'Spine1_Yrotation', 'Spine2_Zrotation', 'Spine2_Xrotation', 'Spine2_Yrotation', 'Spine3_Zrotation', 'Spine3_Xrotation', 'Spine3_Yrotation', 'Neck_Zrotation', 'Neck_Xrotation', 'Neck_Yrotation', 'Neck1_Zrotation', 'Neck1_Xrotation', 'Neck1_Yrotation', 'Head_Zrotation', 'Head_Xrotation', 'Head_Yrotation', 'RightShoulder_Zrotation', 'RightShoulder_Xrotation', 'RightShoulder_Yrotation', 'RightArm_Zrotation', 'RightArm_Xrotation', 'RightArm_Yrotation', 'RightForeArm_Zrotation', 'RightForeArm_Xrotation', 'RightForeArm_Yrotation', 'RightHand_Zrotation', 'RightHand_Xrotation', 'RightHand_Yrotation', 'RightHandThumb1_Zrotation', 'RightHandThumb1_Xrotation', 'RightHandThumb1_Yrotation', 'RightHandThumb2_Zrotation', 'RightHandThumb2_Xrotation', 'RightHandThumb2_Yrotation', 'RightHandThumb3_Zrotation', 'RightHandThumb3_Xrotation', 'RightHandThumb3_Yrotation', 'RightHandIndex1_Zrotation', 'RightHandIndex1_Xrotation', 'RightHandIndex1_Yrotation', 'RightHandIndex2_Zrotation', 'RightHandIndex2_Xrotation', 'RightHandIndex2_Yrotation', 'RightHandIndex3_Zrotation', 'RightHandIndex3_Xrotation', 'RightHandIndex3_Yrotation', 'RightHandMiddle1_Zrotation', 'RightHandMiddle1_Xrotation', 'RightHandMiddle1_Yrotation', 'RightHandMiddle2_Zrotation', 'RightHandMiddle2_Xrotation', 'RightHandMiddle2_Yrotation', 'RightHandMiddle3_Zrotation', 'RightHandMiddle3_Xrotation', 'RightHandMiddle3_Yrotation', 'RightHandRing1_Zrotation', 'RightHandRing1_Xrotation', 'RightHandRing1_Yrotation', 'RightHandRing2_Zrotation', 'RightHandRing2_Xrotation', 'RightHandRing2_Yrotation', 'RightHandRing3_Zrotation', 'RightHandRing3_Xrotation', 'RightHandRing3_Yrotation', 'RightHandPinky1_Zrotation', 'RightHandPinky1_Xrotation', 'RightHandPinky1_Yrotation', 'RightHandPinky2_Zrotation', 'RightHandPinky2_Xrotation', 'RightHandPinky2_Yrotation', 'RightHandPinky3_Zrotation', 'RightHandPinky3_Xrotation', 'RightHandPinky3_Yrotation', 'LeftShoulder_Zrotation', 'LeftShoulder_Xrotation', 'LeftShoulder_Yrotation', 'LeftArm_Zrotation', 'LeftArm_Xrotation', 'LeftArm_Yrotation', 'LeftForeArm_Zrotation', 'LeftForeArm_Xrotation', 'LeftForeArm_Yrotation', 'LeftHand_Zrotation', 'LeftHand_Xrotation', 'LeftHand_Yrotation', 'LeftHandThumb1_Zrotation', 'LeftHandThumb1_Xrotation', 'LeftHandThumb1_Yrotation', 'LeftHandThumb2_Zrotation', 'LeftHandThumb2_Xrotation', 'LeftHandThumb2_Yrotation', 'LeftHandThumb3_Zrotation', 'LeftHandThumb3_Xrotation', 'LeftHandThumb3_Yrotation', 'LeftHandIndex1_Zrotation', 'LeftHandIndex1_Xrotation', 'LeftHandIndex1_Yrotation', 'LeftHandIndex2_Zrotation', 'LeftHandIndex2_Xrotation', 'LeftHandIndex2_Yrotation', 'LeftHandIndex3_Zrotation', 'LeftHandIndex3_Xrotation', 'LeftHandIndex3_Yrotation', 'LeftHandMiddle1_Zrotation', 'LeftHandMiddle1_Xrotation', 'LeftHandMiddle1_Yrotation', 'LeftHandMiddle2_Zrotation', 'LeftHandMiddle2_Xrotation', 'LeftHandMiddle2_Yrotation', 'LeftHandMiddle3_Zrotation', 'LeftHandMiddle3_Xrotation', 'LeftHandMiddle3_Yrotation', 'LeftHandRing1_Zrotation', 'LeftHandRing1_Xrotation', 'LeftHandRing1_Yrotation', 'LeftHandRing2_Zrotation', 'LeftHandRing2_Xrotation', 'LeftHandRing2_Yrotation', 'LeftHandRing3_Zrotation', 'LeftHandRing3_Xrotation', 'LeftHandRing3_Yrotation', 'LeftHandPinky1_Zrotation', 'LeftHandPinky1_Xrotation', 'LeftHandPinky1_Yrotation', 'LeftHandPinky2_Zrotation', 'LeftHandPinky2_Xrotation', 'LeftHandPinky2_Yrotation', 'LeftHandPinky3_Zrotation', 'LeftHandPinky3_Xrotation', 'LeftHandPinky3_Yrotation', 'RightUpLeg_Zrotation', 'RightUpLeg_Xrotation', 'RightUpLeg_Yrotation', 'RightLeg_Zrotation', 'RightLeg_Xrotation', 'RightLeg_Yrotation', 'RightFoot_Zrotation', 'RightFoot_Xrotation', 'RightFoot_Yrotation', 'RightForeFoot_Zrotation', 'RightForeFoot_Xrotation', 'RightForeFoot_Yrotation', 'RightToeBase_Zrotation', 'RightToeBase_Xrotation', 'RightToeBase_Yrotation', 'LeftUpLeg_Zrotation', 'LeftUpLeg_Xrotation', 'LeftUpLeg_Yrotation', 'LeftLeg_Zrotation', 'LeftLeg_Xrotation', 'LeftLeg_Yrotation', 'LeftFoot_Zrotation', 'LeftFoot_Xrotation', 'LeftFoot_Yrotation', 'LeftForeFoot_Zrotation', 'LeftForeFoot_Xrotation', 'LeftForeFoot_Yrotation', 'LeftToeBase_Zrotation', 'LeftToeBase_Xrotation', 'LeftToeBase_Yrotation'
-33.1555 91.305 -117.232 -10.0585 3.35875 -157.003 -5.74555 11.1765 -0.193198 -0.598297 2.6905 0.302735 -1.38503 0.679522 -3.19205 0.56466 0.245035 -1.59418 3.41846 6.05459 -10.9276 -1.0576 -3.76173 -24.8656 1.37299 -19.8076 -1.98956 90 0 0 1.24357 45.3258 67.6895 1.74538e-06 78.8405 -5.92936 15.4494 -2.22721 -9.54888e-15 -0.582452 21.5349 0.213806 -1.59028e-15 -3.18055e-15 -3.18055e-15 -3.18055e-15 -3.18055e-15 3.18055e-15 -39.3828 -7.95139e-15 6.36111e-15 -1.59028e-15 1.59028e-15 9.54166e-15 -3.18055e-15 1.59028e-15 6.36111e-15 -37.6974 -4.77083e-15 6.36111e-15 -3.18055e-15 0.0 -9.54166e-15 -1.59028e-15 1.59028e-15 3.18055e-15 -27.9636 -4.77083e-15 6.36111e-15 3.18055e-15 0.0 -0.0 0.0 0.0 -1.27222e-14 -11.7381 -6.36111e-15 3.18055e-15 6.36111e-15 -3.18055e-15 -0.0 6.36111e-15 0.0 -0.0 -90 0 0 -57.9689 12.4449 32.2562 7.465e-08 76.6786 13.268 -28.2197 -2.29889 3.18312e-15 -0.243462 10.5283 0.0444859 -6.36111e-15 2.38542e-15 -7.15625e-15 3.18055e-15 -3.97569e-15 4.77083e-15 21.6675 -1.59028e-15 7.95139e-16 6.17947e-31 6.36111e-15 -5.56597e-15 -3.18055e-15 -4.77083e-15 8.74653e-15 21.3655 0.0 -1.59028e-15 -6.36111e-15 -7.95139e-15 -7.95139e-16 -3.18055e-15 -3.18055e-15 -0.0 12.0448 -4.77083e-15 -1.59028e-15 -0.0 0.0 3.18055e-15 0.0 0.0 -0.0 -3.98077 -6.36111e-15 3.18055e-15 -3.18055e-15 -6.36111e-15 -0.0 -3.18055e-15 -9.54166e-15 -0.0 -19.8974 -9.83075 -28.2635 4.59774e-16 25.8434 4.41749e-15 0.937384 -9.83853 -8.21014 3.97569e-16 -7.95139e-16 1.59028e-15 0.0 5.14212 -0.0 -0.331105 5.04468 10.6896 -6.25713e-15 25.8109 7.06605e-15 -6.46894 -12.2692 -9.13406 7.95139e-16 3.18055e-15 -3.18055e-15 -5.45457e-16 -9.73141 -3.22699e-15
-20.2007 90.0896 -93.6994 -4.83672 11.0644 179.516 -2.75092 12.1531 -0.0740655 -0.72152 2.94882 0.357169 -0.785506 0.0341117 -1.60015 -1.07938 2.65717 -1.40256 -2.3124 16.3713 4.43196 -1.10602 0.95798 3.37878 -1.88641 -12.0758 0.492436 90 0 0 37.8426 53.1606 33.5175 -180.0 64.4797 -136.423 19.6499 -13.4989 -8.17729e-15 5.29301 16.7473 -1.52917 3.57812e-15 0.0 -0.0 1.19271e-15 -3.18055e-15 6.36111e-15 -41.1455 0.0 -0.0 -7.95139e-16 0.0 -0.0 -1.98785e-15 0.0 -1.59028e-15 -40.3583 3.18055e-15 1.59028e-15 1.59028e-15 6.36111e-15 -7.95139e-16 1.19271e-15 6.36111e-15 -7.95139e-16 -18.5157 6.36111e-15 -7.95139e-16 4.77083e-15 0.0 -1.59028e-15 1.59028e-15 0.0 -7.95139e-16 55.3576 -2.38542e-15 -0.0 3.97569e-16 0.0 3.18055e-15 -1.98785e-16 -3.97569e-16 -0.0 -90 0 0 -51.0442 50.7213 -16.7527 -180.0 62.4785 141.023 -25.6968 -2.02932 -0.0 -13.8759 24.7664 5.90822 1.59028e-15 1.59028e-15 -0.0 -4.77083e-15 0.0 3.18055e-15 46.7403 -3.18055e-15 -3.18055e-15 7.95139e-16 3.18055e-15 3.18055e-15 7.95139e-16 0.0 3.18055e-15 45.5496 0.0 -1.59028e-15 -0.0 -6.36111e-15 -0.0 -1.76556e-31 -6.36111e-15 -1.59028e-15 23.9172 6.36111e-15 3.18055e-15 2.38542e-15 0.0 -0.0 -0.0 -3.18055e-15 -0.0 -42.3397 7.15625e-15 6.36111e-15 4.41391e-32 -7.95139e-16 3.18055e-15 4.41391e-32 -7.95139e-16 3.18055e-15 -2.46068 1.41244 -10.4301 2.68374e-15 30.889 -1.29718e-14 -5.39772 -24.7419 -2.03295 -1.98785e-16 -3.97569e-16 -1.59028e-15 -1.98785e-16 3.53191 -0.0 5.53737 -8.16578 13.2659 2.38542e-15 45.9639 -0.0 -5.6525 -8.33249 8.59513 -1.59028e-15 1.59028e-15 6.36111e-15 -7.90238e-16 -13.9531 -3.27726e-15
