'Hips_Xposition', 'Hips_Yposition', 'Hips_Zposition', 'Hips_Zrotation', 'Hips_Xrotation', 'Hips_Yrotation', 'Spine_Zrotation', 'Spine_Xrotation', 'Spine_Yrotation', 'Spine1_Zrotation', 'Spine1_Xrotation', 'Spine1_Yrotation', 'Spine2_Zrotation', 'Spine2_Xrotation', 'Spine2_Yrotation', 'Spine3_Zrotation', 'Spine3_Xrotation', 'Spine3_Yrotation', 'Neck_Zrotation', 'Neck_Xrotation', 'Neck_Yrotation', 'Neck1_Zrotation', 'Neck1_Xrotation', 'Neck1_Yrotation', 'Head_Zrotation', 'Head_Xrotation', 'Head_Yrotation', 'RightShoulder_Zrotation', 'RightShoulder_Xrotation', 'RightShoulder_Yrotation', 'RightArm_Zrotation', 'RightArm_Xrotation', 'RightArm_Yrotation', 'RightForeArm_Zrotation', 'RightForeArm_Xrotation', 'RightForeArm_Yrotation', 'RightHand_Zrotation', 'RightHand_Xrotation', 'RightHand_Yrotation', 'RightHandThumb1_Zrotation', 'RightHandThumb1_Xrotation', 'RightHandThumb1_Yrotation', 'RightHandThumb2_Zrotation', 'RightHandThumb2_Xrotation', 'RightHandThumb2_Yrotation', 'RightHandThumb3_Zrotation', 'RightHandThumb3_Xrotation', 'RightHandThumb3_Yrotation', 'RightHandIndex1_Zrotation', 'RightHandIndex1_Xrotation', 'RightHandIndex1_Yrotation', 'RightHandIndex2_Zrotation', 'RightHandIndex2_Xrotation', 'RightHandIndex2_Yrotation', 'RightHandIndex3_Zrotation', 'RightHandIndex3_Xrotation', 'RightHandIndex3_Yrotation', 'RightHandMiddle1_Zrotation', 'RightHandMiddle1_Xrotation', 'RightHandMiddle1_Yrotation', 'RightHandMiddle2_Zrotation', 'RightHandMiddle2_Xrotation', 'RightHandMiddle2_Yrotation', 'RightHandMiddle3_Zrotation', 'RightHandMiddle3_Xrotation', 'RightHandMiddle3_Yrotation', 'RightHandRing1_Zrotation', 'RightHandRing1_Xrotation', 'RightHandRing1_Yrotation', 'RightHandRing2_Zrotation', 'RightHandRing2_Xrotation', 'RightHandRing2_Yrotation', 'RightHandRing3_Zrotation', 'RightHandRing3_Xrotation', 'RightHandRing3_Yrotation', 'RightHandPinky1_Zrotation', 'RightHandPinky1_Xrotation', 'RightHandPinky1_Yrotation', 'RightHandPinky2_Zrotation', 'RightHandPinky2_Xrotation', 'RightHandPinky2_Yrotation', 'RightHandPinky3_Zrotation', 'RightHandPinky3_Xrotation', 'RightHandPinky3_Yrotation', 'LeftShoulder_Zrotation', 'LeftShoulder_Xrotation', 'LeftShoulder_Yrotation', 'LeftArm_Zrotation', 'LeftArm_Xrotation', 'LeftArm_Yrotation', 'LeftForeArm_Zrotation', 'LeftForeArm_Xrotation', 'LeftForeArm_Yrotation', 'LeftHand_Zrotation', 'LeftHand_Xrotation', 'LeftHand_Yrotation', 'LeftHandThumb1_Zrotation', 'LeftHandThumb1_Xrotation', 'LeftHandThumb1_Yrotation', 'LeftHandThumb2_Zrotation', 'LeftHandThumb2_Xrotation', 'LeftHandThumb2_Yrotation', 'LeftHandThumb3_Zrotation', 'LeftHandThumb3_Xrotation', 'LeftHandThumb3_Yrotation', 'LeftHandIndex1_Zrotation', 'LeftHandIndex1_Xrotation', 'LeftHandIndex1_Yrotation', 'LeftHandIndex2_Zrotation', 'LeftHandIndex2_Xrotation', 'LeftHandIndex2_Yrotation', 'LeftHandIndex3_Zrotation', 'LeftHandIndex3_Xrotation', 'LeftHandIndex3_Yrotation', 'LeftHandMiddle1_Zrotation', 'LeftHandMiddle1_Xrotation', 'LeftHandMiddle1_Yrotation', 'LeftHandMiddle2_Zrotation', 'LeftHandMiddle2_Xrotation', 'LeftHandMiddle2_Yrotation', 'LeftHandMiddle3_Zrotation', 'LeftHandMiddle3_Xrotation', 'LeftHandMiddle3_Yrotation', 'LeftHandRing1_Zrotation', 'LeftHandRing1_Xrotation', 'LeftHandRing1_Yrotation', 'LeftHandRing2_Zrotation', 'LeftHandRing2_Xrotation', 'LeftHandRing2_Yrotation', 'LeftHandRing3_Zrotation', 'LeftHandRing3_Xrotation', 'LeftHandRing3_Yrotation', 'LeftHandPinky1_Zrotation', 'LeftHandPinky1_Xrotation', 'LeftHandPinky1_Yrotation', 'LeftHandPinky2_Zrotation', 'LeftHandPinky2_Xrotation', 'LeftHandPinky2_Yrotation', 'LeftHandPinky3_Zrotation', 'LeftHandPinky3_Xrotation', 'LeftHandPinky3_Yrotation', 'RightUpLeg_Zrotation', 'RightUpLeg_Xrotation', 'RightUpLeg_Yrotation', 'RightLeg_Zrotation', 'RightLeg_Xrotation', 'RightLeg_Yrotation', 'RightFoot_Zrotation', 'RightFoot_Xrotation', 'RightFoot_Yrotation', 'RightForeFoot_Zrotation', 'RightForeFoot_Xrotation', 'RightForeFoot_Yrotation', 'RightToeBase_Zrotation', 'RightToeBase_Xrotation', 'RightToeBase_Yrotation', 'LeftUpLeg_Zrotation', 'LeftUpLeg_Xrotation', 'LeftUpLeg_Yrotation', 'LeftLeg_Zrotation', 'LeftLeg_Xrotation', 'LeftLeg_Yrotation', 'LeftFoot_Zrotation', 'LeftFoot_Xrotation', 'LeftFoot_Yrotation', 'LeftForeFoot_Zrotation', 'LeftForeFoot_Xrotation', 'LeftForeFoot_Yrotation', 'LeftToeBase_Zrotation', 'LeftToeBase_Xrotation', 'LeftToeBase_Yrotation'
-10.2884, 90.5489, -105.567, -0.0361797, 3.7307, -172.405, 2.58214, 6.19323, -0.661403, -0.405452, 2.46135, 0.258969, -0.381514, 0.993317, -1.97986, 1.06589, 1.84867, -1.59835, -1.00625, 4.44766, -0.340363, -0.845579, -2.46083, -5.6081, -1.07018, -17.0172, -0.319838, 90, 0, 0, 64.1039, 7.64873, -12.4987, -180.0, 69.1251, 175.547, 15.1385, -1.1002, -3.18114e-15, 9.37666, -20.8844, 3.36891, 9.54166e-15, -3.47873e-15, -2.73329e-15, 6.36111e-15, 1.19271e-15, -6.70898e-15, -23.6921, 3.18055e-15, 7.95139e-16, 5.96354e-16, 6.36111e-15, -2.78299e-15, -3.97569e-16, 3.18055e-15, 2.18663e-15, -20.6884, 0.0, 1.83876e-15, -1.98785e-16, 0.0, 2.98177e-16, -0.0, 0.0, 2.98177e-16, -1.76824, 3.18055e-15, 7.95139e-16, 0.0, 3.18055e-15, -0.0, -3.18055e-15, 3.18055e-15, -1.59028e-15, 37.8492, 3.18055e-15, 6.36111e-15, 0.0, 3.18055e-15, -0.0, -3.18055e-15, -1.59028e-15, -0.0, -90, 0, 0, -68.0997, 8.40717, 28.2376, 180.0, 73.6965, 171.202, -8.37866, 14.3281, -0.0, -14.2032, -17.7445, -4.41093, 0.0, 0.0, -1.59028e-15, 3.18055e-15, -7.95139e-16, -7.95139e-16, 43.3169, -6.36111e-15, -6.36111e-15, -3.18055e-15, -6.36111e-15, -7.95139e-16, -0.0, -3.18055e-15, -0.0, 41.5494, -3.18055e-15, -3.97569e-15, -2.20695e-32, -3.18055e-15, -3.97569e-16, 1.59028e-15, 0.0, 1.19271e-15, 17.5737, 0.0, -2.38542e-15, -1.59028e-15, 6.36111e-15, 7.95139e-16, -1.59028e-15, 3.18055e-15, -7.95139e-16, -37.1216, 1.59028e-15, 3.18055e-15, -3.18055e-15, -3.18055e-15, -6.36111e-15, -3.18055e-15, 0.0, 6.36111e-15, 7.04593, 0.989166, -15.0222, -1.7551e-15, 12.6521, -1.62985e-15, -7.92971, -18.6034, 2.14862, -9.93923e-17, 0.0, 3.97569e-16, 1.4103e-16, 5.97888, -3.99744e-16, 16.0405, -10.8935, 20.3095, 4.47177e-15, 34.2625, -1.92419e-14, -8.74821, -11.853, -15.8664, 2.98177e-16, -3.97569e-16, -3.18055e-15, -1.30454e-16, -2.46036, 1.59174e-15
-9.51706, 90.2845, -106.091, -0.466319, 4.67426, -171.896, 2.0661, 7.37713, -0.708933, -0.59459, 2.61602, 0.360352, -0.244857, 1.24207, -1.27364, -1.58557, 2.38456, -1.24251, -5.24382, 4.80784, 17.0933, 0.0842201, -3.82556, 30.8168, -3.37322, -17.9258, 2.38781, 90, 0, 0, 60.7802, 2.04594, -13.0195, 180.0, 67.4068, -147.262, 13.6933, -7.92123, -2.8098e-15, -0.787386, 9.32139, 0.127542, -0.0, 0.0, 7.95139e-16, 5.51738e-32, 7.95139e-16, -3.97569e-15, -41.5184, -4.37326e-15, 6.84565e-15, 3.18055e-15, 1.73937e-15, -5.35476e-15, 1.76513e-32, 4.47266e-16, -2.26118e-15, -41.0861, -4.07509e-15, 4.68386e-15, -1.59028e-15, 4.47266e-16, -1.15544e-15, -3.18055e-15, 7.45443e-16, -1.15544e-15, -19.0167, -2.03754e-15, 7.96381e-15, -1.59028e-15, 7.45443e-16, 9.06955e-16, -1.59028e-15, 0.0, 9.69075e-16, 46.2423, -2.54693e-15, -4.07509e-15, -6.46568e-35, 7.45443e-17, 4.96962e-17, 1.59028e-15, 9.65348e-15, 1.44119e-15, -90, 0, 0, -68.25, 3.77995, 30.0342, 180.0, 77.7008, 150.702, -10.8433, 11.1583, 2.43138e-15, 5.93988, 43.0165, -4.06001, -3.18055e-15, -3.18055e-15, 3.18055e-15, 3.18055e-15, 3.18055e-15, -0.0, 55.7728, -6.36111e-15, 1.19271e-15, -6.36111e-15, -2.38542e-15, -1.59028e-15, 3.18055e-15, -7.95139e-16, -1.19271e-15, 53.9643, -8.74653e-15, -1.59028e-15, 3.18055e-15, 0.0, 1.59028e-15, 3.18055e-15, 0.0, 1.98785e-15, 29.8175, -4.77083e-15, -1.44119e-15, -3.97569e-16, -7.95139e-16, -1.73937e-15, -1.98785e-15, -1.59028e-15, -1.88845e-15, -36.976, 4.37326e-15, -7.95139e-16, -1.76556e-31, -6.36111e-15, -1.59028e-15, 6.36111e-15, 5.56597e-15, -7.95139e-16, 7.17626, 1.67282, -15.7731, -4.56763e-16, 13.8213, -2.45654e-15, -8.38559, -19.7353, 1.96686, -2.98177e-16, 1.59028e-15, 3.97569e-16, 4.08892e-17, 5.87211, -3.99666e-16, 15.1132, -10.2114, 16.065, -2.54361e-15, 34.3427, 1.15562e-14, -8.2138, -12.5466, -12.5864, -1.98785e-16, 0.0, -0.0, -1.08963e-16, -3.91968, -1.59401e-15
